Orthogroup	fly	bombus
OG0021476	tr|X2JAM0|X2JAM0_DROME	XP_024226656.1, XP_003493247.1
OG0021477	sp|Q9VGG8|MTH5_DROME	XP_012246526.1, XP_024226541.1
OG0021479	tr|M9PBR0|M9PBR0_DROME	XP_003492727.1, XP_024226308.1
OG0021480	sp|Q9N658|GFI1_DROME	XP_003492605.2, XP_024226239.1
OG0021481	sp|Q9V7G5|C4AA1_DROME	XP_003492571.1, XP_024226164.1
OG0021482	tr|Q9VA93|Q9VA93_DROME	XP_024226066.1, XP_012245519.1
OG0021484	tr|Q9VDS3|Q9VDS3_DROME	XP_024225991.1, XP_024225992.1
OG0021485	tr|Q9W3T7|Q9W3T7_DROME	XP_003492259.2, XP_024225905.1
OG0021486	tr|Q9VFH5|Q9VFH5_DROME	XP_024225860.1, XP_012245282.1
OG0021487	tr|A0A0B4KFC0|A0A0B4KFC0_DROME	XP_012245147.1, XP_024225769.1
OG0021489	tr|Q9VEN9|Q9VEN9_DROME	XP_003492090.1, XP_024225705.1
OG0021490	tr|Q0E980|Q0E980_DROME	XP_024225597.1, XP_003491958.1
OG0021492	tr|Q7K4K7|Q7K4K7_DROME	XP_024225543.1, XP_012244680.1
OG0021493	tr|A8DY43|A8DY43_DROME	XP_024225439.1, XP_024225438.1
OG0021495	sp|Q94913|REG5_DROME	XP_012244427.2, XP_012244426.1
OG0021496	sp|Q9NIV1|E2AK3_DROME	XP_003491640.1, XP_024225352.1
OG0021498	tr|Q9VUL4|Q9VUL4_DROME	XP_012244171.1, XP_024225231.1
OG0021499	sp|Q00805|GIL_DROME	XP_003491593.2, XP_024225211.1
OG0021500	tr|A0A0B4KFN3|A0A0B4KFN3_DROME	XP_024225174.1, XP_003491518.1
OG0021501	sp|P35554|FTN_DROME	XP_024225167.1, XP_003491527.1
OG0021502	tr|Q9VJI5|Q9VJI5_DROME	XP_012244009.2, XP_012244008.1
OG0021503	tr|Q7JQT8|Q7JQT8_DROME	XP_024225071.1, XP_012243683.2
OG0021504	tr|Q9W1Q5|Q9W1Q5_DROME	XP_003491322.1, XP_024224995.1
OG0021506	sp|Q9VW87|SSK_DROME	XP_003491178.1, XP_024224830.1
OG0021509	tr|A0A0B4KI01|A0A0B4KI01_DROME	XP_024224695.1, XP_012243290.1
OG0021510	sp|Q9Y117|GALT3_DROME	XP_024224526.1, XP_003490858.1
OG0021511	tr|M9MRT1|M9MRT1_DROME	XP_003490796.1, XP_024224439.1
OG0021512	tr|Q8IQC6|Q8IQC6_DROME	XP_012242888.1, XP_024224433.1
OG0021514	tr|Q9VTX7|Q9VTX7_DROME, tr|Q8T0M4|Q8T0M4_DROME	XP_012242612.2
OG0021515	tr|Q9VPD7|Q9VPD7_DROME	XP_024224268.1, XP_003490712.1
OG0021516	sp|Q8IPM8|CPLX_DROME	XP_024224266.1, XP_012242507.1
OG0021517	sp|Q9VH20|TAF1B_DROME	XP_003490536.1, XP_024224263.1
OG0021518	tr|Q9VAI2|Q9VAI2_DROME	XP_024224255.1, XP_003490593.2
OG0021519	sp|Q24563|DOPR2_DROME	XP_024224227.1, XP_012242567.1
OG0021521	sp|Q9VGP2|NINAG_DROME	XP_012242163.1, XP_024224093.1
OG0021522	sp|Q9VVN4|ATRIP_DROME	XP_003490230.1, XP_024224012.1
OG0021523	tr|Q9VB83|Q9VB83_DROME	XP_024223964.1, XP_024223963.1
OG0021525	tr|A8JUR0|A8JUR0_DROME	XP_003490148.1, XP_024223943.1
OG0021526	tr|Q95R29|Q95R29_DROME	XP_024223935.1, XP_012241902.1
OG0021527	tr|Q9VQG9|Q9VQG9_DROME	XP_003490057.1, XP_024223921.1
OG0021528	tr|Q9VLS8|Q9VLS8_DROME, tr|Q9VLT0|Q9VLT0_DROME	XP_003490058.3
OG0021531	tr|E2QCS3|E2QCS3_DROME	XP_024223734.1, XP_024223733.1
OG0021532	tr|Q1WWB7|Q1WWB7_DROME	XP_003489792.1, XP_024223617.1
OG0021534	sp|P45843|SCRT_DROME	XP_024223566.1, XP_012241282.1
OG0021535	tr|Q9VYH2|Q9VYH2_DROME	XP_024223545.1, XP_003489752.1
OG0021537	sp|P98163|YL_DROME	XP_012241122.1, XP_024223439.1
OG0021538	tr|A0A0B4LF50|A0A0B4LF50_DROME	XP_003489555.1, XP_024223429.1
OG0021540	tr|Q9VKA7|Q9VKA7_DROME	XP_024223317.1, XP_012241034.2
OG0021541	tr|Q7K581|Q7K581_DROME	XP_024223304.1, XP_012240814.1
OG0021542	sp|Q9W4Y2|PDFR_DROME	XP_024223230.1, XP_003489313.2
OG0021543	tr|Q9VR83|Q9VR83_DROME	XP_024223175.1, XP_024223174.1
OG0021544	tr|Q9VSG7|Q9VSG7_DROME	XP_024223096.1, XP_012240530.1
OG0021548	tr|Q9VEY0|Q9VEY0_DROME	XP_012240074.1, XP_024222817.1
OG0021551	tr|Q4V604|Q4V604_DROME	XP_003488484.1, XP_024222525.1
OG0021552	sp|Q9V399|CP303_DROME	XP_024222504.1, XP_003488458.1
OG0021553	sp|A0A0B4K7J2|RBP2_DROME	XP_024222409.1, XP_012239255.1
OG0021554	tr|Q7KVX6|Q7KVX6_DROME	XP_003488312.1, XP_024222392.1
OG0021557	tr|Q9VS90|Q9VS90_DROME	XP_024222221.1, XP_012238934.1
OG0021558	sp|P22812|TUBE_DROME	XP_003488109.1, XP_024222204.1
OG0021560	tr|A2VER2|A2VER2_DROME	XP_003488023.2, XP_024222106.1
OG0021562	tr|Q9VRE2|Q9VRE2_DROME	XP_024221963.1, XP_003487951.1
OG0021563	sp|Q9W5U2|CHI10_DROME	XP_024221913.1, XP_012238590.1
OG0021564	tr|Q9VXZ2|Q9VXZ2_DROME	XP_024221854.1, XP_003487766.1
OG0021567	tr|O96532|O96532_DROME	XP_024221671.1, XP_003487570.1
OG0021571	tr|Q8SZ60|Q8SZ60_DROME	XP_012237728.1, XP_024221569.1
OG0021572	tr|Q9VH46|Q9VH46_DROME	XP_024221559.1, XP_003487394.1
OG0021574	tr|Q95RM0|Q95RM0_DROME	XP_024221430.1, XP_012243719.1
OG0021577	tr|B7Z0I5|B7Z0I5_DROME	XP_003487072.1, XP_024221245.1
OG0021578	tr|Q9VBZ2|Q9VBZ2_DROME	XP_024221198.1, XP_003486990.1
OG0021580	tr|Q9VT39|Q9VT39_DROME	XP_024220956.1, XP_024220957.1
OG0021581	tr|Q9VQK9|Q9VQK9_DROME	XP_024220856.1, XP_003486677.1
OG0021582	tr|Q9VLU1|Q9VLU1_DROME	XP_003486740.2, XP_024220817.1
OG0021584	tr|A1A750|A1A750_DROME	XP_012236252.1, XP_024220617.1
OG0021585	tr|E1JHK9|E1JHK9_DROME	XP_024220535.1, XP_024220537.1
OG0021586	tr|Q0KI14|Q0KI14_DROME	XP_024220530.1, XP_003486396.1
OG0021587	tr|Q9W3Q4|Q9W3Q4_DROME	XP_024220513.1, XP_003486338.1
OG0021589	tr|Q9VYU5|Q9VYU5_DROME	XP_012236106.1, XP_024220346.1
OG0021591	tr|Q9VB48|Q9VB48_DROME	XP_012249953.1, XP_024228461.1
OG0021592	tr|Q7K3M6|Q7K3M6_DROME	XP_012249914.1, XP_024228436.1
OG0021594	tr|Q9VZT7|Q9VZT7_DROME	XP_003485868.1, XP_024228362.1
OG0021596	tr|Q9VUR8|Q9VUR8_DROME	XP_024228285.1, XP_012249599.1
OG0021598	tr|Q7JRH7|Q7JRH7_DROME	XP_003485789.1, XP_024228259.1
OG0021600	tr|Q9VYS2|Q9VYS2_DROME	XP_024228207.1, XP_003485663.1
OG0021602	tr|A1ZAV3|A1ZAV3_DROME	XP_024227659.1, XP_024227664.1
OG0021603	tr|M9PET5|M9PET5_DROME	XP_024227055.1, XP_003485350.1
OG0021604	tr|Q8MQJ7|Q8MQJ7_DROME	XP_024226712.1, XP_003485359.1
OG0021605	tr|Q9VHY7|Q9VHY7_DROME	XP_012245868.1, XP_024226385.1
OG0021606	tr|Q9VF24|Q9VF24_DROME	XP_012245829.1, XP_024226367.1
OG0021607	tr|Q8IPN4|Q8IPN4_DROME, tr|Q9VNW7|Q9VNW7_DROME	XP_024224435.1
OG0021610	sp|Q9W0Y6|PAIN_DROME	XP_024223159.1, XP_003484876.1
OG0021611	tr|Q7K0W4|Q7K0W4_DROME	XP_003488697.1, XP_003484775.2
OG0021612	tr|Q9Y107|Q9Y107_DROME	XP_024221924.1, XP_012238016.1
OG0021617	tr|Q9W3V2|Q9W3V2_DROME	XP_012249174.1, XP_003494906.1
OG0021618	tr|Q9VPQ3|Q9VPQ3_DROME	XP_003494865.1, XP_012249108.1
OG0021620	sp|Q9XZS3|TMA7_DROME, tr|Q6IHK7|Q6IHK7_DROME	XP_012248677.1
OG0021621	tr|Q9V3C2|Q9V3C2_DROME	XP_012248675.1, XP_012248676.1
OG0021623	tr|X2JDF3|X2JDF3_DROME, tr|Q8IPJ1|Q8IPJ1_DROME	XP_012248078.1
OG0021624	sp|P11929|BSG2_DROME	XP_003494009.1, XP_012247888.1
OG0021625	tr|Q7JXE1|Q7JXE1_DROME	XP_003493992.1, XP_012247848.1
OG0021626	tr|Q4V6Y6|Q4V6Y6_DROME	XP_003493985.1, XP_012247846.1
OG0021628	tr|Q9VCI7|Q9VCI7_DROME	XP_012247671.1, XP_012247669.1
OG0021629	tr|Q8SZY9|Q8SZY9_DROME	XP_012247591.1, XP_003493833.1
OG0021630	tr|Q9VE94|Q9VE94_DROME	XP_012247449.1, XP_003493726.1
OG0021632	tr|Q9VH98|Q9VH98_DROME	XP_003493545.1, XP_012247162.1
OG0021633	tr|Q9W4F7|Q9W4F7_DROME	XP_012247157.1, XP_012247156.1
OG0021635	tr|Q9VDN6|Q9VDN6_DROME, tr|Q7KSB4|Q7KSB4_DROME	XP_003494795.1
OG0021637	tr|Q9V3U6|Q9V3U6_DROME	XP_003494144.1
OG0021638	tr|Q9VXH5|Q9VXH5_DROME	XP_012246911.1, XP_003493407.1
OG0021640	tr|Q9VX97|Q9VX97_DROME, tr|Q9VTI2|Q9VTI2_DROME	XP_012246792.1
OG0021641	tr|Q9VKU0|Q9VKU0_DROME	XP_003493147.1, XP_012246576.1
OG0021642	sp|P06602|EVE_DROME	XP_003493066.2, XP_012246468.1
OG0021645	tr|A0A0B4LES9|A0A0B4LES9_DROME	XP_012245884.1, XP_003492676.1
OG0021646	tr|Q9VM61|Q9VM61_DROME	XP_003492606.1, XP_012245795.1
OG0021649	tr|Q86B99|Q86B99_DROME	XP_012245418.1, XP_003492358.1
OG0021650	tr|Q9VDI5|Q9VDI5_DROME	XP_012245376.1, XP_012245377.1
OG0021651	tr|B6IDT8|B6IDT8_DROME	XP_012245137.1, XP_003492198.1
OG0021653	sp|Q26366|VG_DROME	XP_012244807.1, XP_003491908.1
OG0021654	tr|Q2MGK7|Q2MGK7_DROME	XP_012244797.1, XP_003491894.1
OG0021655	tr|Q9VKQ5|Q9VKQ5_DROME	XP_012244592.1, XP_003491806.1
OG0021656	tr|Q9VJ40|Q9VJ40_DROME	XP_003491625.1, XP_012244408.1
OG0021657	tr|A0A0C4DHN4|A0A0C4DHN4_DROME	XP_012244362.1, XP_012244363.1
OG0021660	tr|Q9VBX6|Q9VBX6_DROME	XP_012243923.1, XP_003491425.1
OG0021661	sp|Q59DX8|NAA80_DROME	XP_012243887.1, XP_003491463.1
OG0021662	tr|Q9VNI4|Q9VNI4_DROME	XP_012243800.1, XP_003491389.1
OG0021663	tr|Q8T4C9|Q8T4C9_DROME	XP_012243590.1, XP_012243589.1
OG0021666	tr|Q7K035|Q7K035_DROME	XP_003490696.1, XP_012243459.1
OG0021668	sp|Q9VZX1|SPZ5_DROME	XP_012243323.1, XP_012243322.1
OG0021669	tr|M9PHA0|M9PHA0_DROME	XP_003490915.1, XP_012243035.1
OG0021670	sp|Q9VZZ9|DOS_DROME	XP_012242758.1, XP_003490612.1
OG0021671	tr|Q9VWP6|Q9VWP6_DROME	XP_012242750.1, XP_003490652.1
OG0021674	tr|Q9VD63|Q9VD63_DROME	XP_012242496.1, XP_012242495.1
OG0021675	sp|P61849|NEMS_DROME	XP_003490475.1, XP_012242370.1
OG0021678	tr|Q9VPR6|Q9VPR6_DROME	XP_012241996.1, XP_012241997.1
OG0021679	sp|Q9VR07|INE_DROME	XP_012241913.1, XP_012241912.1
OG0021680	tr|Q9VM20|Q9VM20_DROME	XP_012241746.1
OG0021682	tr|C3KGN2|C3KGN2_DROME	XP_003489860.1, XP_012241489.1
OG0021683	tr|Q9VNY8|Q9VNY8_DROME, tr|Q7KTW1|Q7KTW1_DROME	XP_012241419.1
OG0021685	tr|Q7JQL2|Q7JQL2_DROME	XP_003489664.1, XP_012241234.1
OG0021686	tr|Q7K3Z8|Q7K3Z8_DROME	XP_003487920.2, XP_012241202.1
OG0021687	sp|Q09024|IMPL2_DROME	XP_003489640.1, XP_012241183.1
OG0021688	tr|Q8MZ28|Q8MZ28_DROME	XP_012240873.1, XP_003489330.1
OG0021689	tr|A0A4D6K5H4|A0A4D6K5H4_DROME	XP_012240827.1, XP_012240826.1
OG0021691	tr|Q9VQV3|Q9VQV3_DROME	XP_003489363.1, XP_012240706.1
OG0021692	tr|Q9VZ30|Q9VZ30_DROME	XP_012240697.1, XP_003489367.1
OG0021693	tr|Q9VVD0|Q9VVD0_DROME	XP_003489141.1, XP_012240434.1
OG0021694	tr|Q9VLP1|Q9VLP1_DROME, tr|Q9VLP2|Q9VLP2_DROME	XP_012240391.1
OG0021695	tr|Q8MQS4|Q8MQS4_DROME	XP_003489153.1, XP_012240389.1
OG0021696	tr|Q9VK84|Q9VK84_DROME	XP_012240327.1, XP_012240326.1
OG0021697	tr|Q9VPI7|Q9VPI7_DROME, tr|Q9VPI6|Q9VPI6_DROME	XP_012240239.1
OG0021698	tr|A0A0B4K6X8|A0A0B4K6X8_DROME, tr|Q7KUP8|Q7KUP8_DROME	XP_012240161.1
OG0021700	tr|Q9VAH3|Q9VAH3_DROME	XP_003488768.1, XP_012239901.1
OG0021701	tr|A1Z8R1|A1Z8R1_DROME, tr|A1Z8Q9|A1Z8Q9_DROME	XP_012239852.1
OG0021702	tr|Q9VE13|Q9VE13_DROME	XP_012239764.1, XP_012239763.1
OG0021703	tr|Q9VDU8|Q9VDU8_DROME	XP_012239675.1, XP_003488669.1
OG0021704	tr|Q9W531|Q9W531_DROME	XP_012239440.1, XP_012239439.1
OG0021705	tr|Q9VQ52|Q9VQ52_DROME	XP_003488444.1, XP_012239428.1
OG0021707	tr|X2J7V2|X2J7V2_DROME	XP_012239129.1, XP_003488263.1
OG0021708	tr|A1Z8R2|A1Z8R2_DROME	XP_003488054.1, XP_012238997.1
OG0021709	sp|Q961D9|BCL9_DROME	XP_003488049.1, XP_012238891.1
OG0021710	tr|Q9VDK9|Q9VDK9_DROME	XP_012238582.1, XP_012238583.1
OG0021711	tr|Q0E8V8|Q0E8V8_DROME	XP_012238573.1, XP_003487847.1
OG0021713	sp|Q0KIA2|Y9801_DROME	XP_012238234.1, XP_003487702.2
OG0021714	tr|Q9VZJ2|Q9VZJ2_DROME	XP_012238205.1, XP_012238204.1
OG0021716	tr|Q7K3N1|Q7K3N1_DROME	XP_012237862.1, XP_003487371.1
OG0021717	tr|Q9W2L7|Q9W2L7_DROME	XP_003487448.1, XP_012237855.1
OG0021718	tr|A1ZAZ7|A1ZAZ7_DROME	XP_012237552.1, XP_012237551.1
OG0021719	tr|Q7KTS2|Q7KTS2_DROME	XP_012237466.1, XP_003487244.1
OG0021720	tr|Q9VH26|Q9VH26_DROME	XP_012237449.1, XP_012237448.1
OG0021721	tr|A1ZA86|A1ZA86_DROME	XP_012237417.1, XP_012237418.1
OG0021723	tr|M9NEW0|M9NEW0_DROME	XP_012237203.1, XP_012237204.1
OG0021724	sp|P06742|MLC1_DROME	XP_012237079.1, XP_012237080.1
OG0021725	tr|Q9VYU7|Q9VYU7_DROME, tr|Q9VPG1|Q9VPG1_DROME	XP_012237004.1
OG0021726	sp|Q9VIV2|SWM_DROME	XP_012236910.1, XP_003486865.1
OG0021727	tr|A0A0B4KH64|A0A0B4KH64_DROME	XP_012236720.1, XP_003486746.1
OG0021728	tr|Q9VM43|Q9VM43_DROME, tr|Q9VM39|Q9VM39_DROME	XP_012236663.1
OG0021732	sp|O46101|TSN2A_DROME	XP_012236455.1, XP_003486517.1
OG0021733	tr|Q9VL73|Q9VL73_DROME	XP_003486502.1, XP_012236408.1
OG0021734	tr|Q5U154|Q5U154_DROME	XP_012236320.1, XP_012236319.1
OG0021736	tr|Q9I7U5|Q9I7U5_DROME	XP_003486285.1, XP_012236095.1
OG0021738	tr|Q494G1|Q494G1_DROME	XP_012249491.1, XP_003485591.1
OG0021740	tr|Q9VLC3|Q9VLC3_DROME	XP_012249411.1, XP_003485633.1
OG0021741	sp|Q9VR56|TM10A_DROME	XP_012249327.1, XP_012249328.1
OG0021744	tr|Q9VNC9|Q9VNC9_DROME	XP_012245024.1, XP_012245019.1
OG0021745	tr|M9PCF9|M9PCF9_DROME	XP_012243500.1, XP_012243511.1
OG0021747	tr|Q9W0D6|Q9W0D6_DROME	XP_012238173.1, XP_003484604.1
OG0021748	tr|Q9VTL9|Q9VTL9_DROME	XP_012237799.1, XP_003484737.1
OG0021749	tr|X2JAA3|X2JAA3_DROME	XP_012237310.1, XP_003484622.1
OG0021750	tr|Q9VUH8|Q9VUH8_DROME	XP_003484593.1, XP_012236193.1
OG0021751	tr|Q9VGN4|Q9VGN4_DROME	XP_012250270.1, XP_012250273.1
OG0021752	sp|Q23970|PBP6_DROME, sp|P54193|OB83A_DROME	XP_012240789.1
OG0021753	tr|Q9VSR6|Q9VSR6_DROME	XP_003484392.2, XP_012237729.1
OG0021755	tr|Q9VBX4|Q9VBX4_DROME, sp|Q7YZA2|Y7065_DROME	XP_003493211.1
OG0021756	sp|O77263|TRMB_DROME	XP_003493059.1
OG0021757	sp|Q9VWK6|PGP2L_DROME	XP_003492477.1, XP_003492478.1
OG0021758	tr|Q9VAN1|Q9VAN1_DROME	XP_003492456.1
OG0021761	sp|Q9VUR3|AIMP2_DROME	XP_003491507.1, XP_003491508.1
OG0021762	sp|Q9W2M2|TREA_DROME, tr|A1ZAE9|A1ZAE9_DROME	XP_003491166.1
OG0021763	tr|Q9VCY7|Q9VCY7_DROME, tr|Q8SXD1|Q8SXD1_DROME	XP_003491040.1
OG0021764	tr|A1Z9G5|A1Z9G5_DROME	XP_003489869.1, XP_003488025.1
OG0021765	tr|Q9U599|Q9U599_DROME, tr|Q9VVG5|Q9VVG5_DROME	XP_003489803.1
OG0021766	tr|Q9VE63|Q9VE63_DROME, tr|Q9VRE7|Q9VRE7_DROME	XP_003489591.1
OG0021767	tr|Q9W0U9|Q9W0U9_DROME, tr|Q9W0A6|Q9W0A6_DROME	XP_003489475.1
OG0021768	tr|A0A4D6K5G3|A0A4D6K5G3_DROME, tr|Q8IRT6|Q8IRT6_DROME	XP_003489326.1
OG0021769	tr|Q9VID3|Q9VID3_DROME	XP_003489105.1, XP_003489104.1
OG0021770	tr|A1ZB32|A1ZB32_DROME, tr|Q9VT02|Q9VT02_DROME	XP_003488954.1
OG0021771	sp|O77459|KEN_DROME, tr|Q9VM37|Q9VM37_DROME	XP_003488519.1
OG0021772	tr|Q9VF65|Q9VF65_DROME, tr|Q9VF45|Q9VF45_DROME	XP_003487915.1
OG0021773	tr|Q9VR44|Q9VR44_DROME, tr|Q9VG14|Q9VG14_DROME	XP_003487493.1
OG0021774	tr|Q9VII5|Q9VII5_DROME, tr|Q9VII3|Q9VII3_DROME	XP_003487464.1
OG0021775	tr|Q9VT83|Q9VT83_DROME, tr|X2J8X8|X2J8X8_DROME	XP_003487318.1
OG0021776	tr|Q9VB17|Q9VB17_DROME, tr|Q9VG69|Q9VG69_DROME	XP_003487255.1
OG0021778	tr|A8JNG6|A8JNG6_DROME, tr|O97042|O97042_DROME	XP_003486911.1
OG0021779	tr|Q8SYP8|Q8SYP8_DROME, sp|P07666|SRYA_DROME	XP_003486909.1
OG0021780	sp|Q9U4G1|BDL_DROME	XP_003486686.1, XP_003486685.1
OG0021781	tr|Q9VXW4|Q9VXW4_DROME, tr|Q9VXW3|Q9VXW3_DROME	XP_003485793.1
OG0021782	sp|Q9VD83|BURS_DROME	XP_003485714.1
OG0021783	sp|Q9VVR4|BGBP2_DROME, sp|Q9NHB0|GNBP1_DROME	XP_003485624.1
OG0021785	tr|Q9W2F5|Q9W2F5_DROME	XP_003485286.1, XP_003485285.1
OG0021786	tr|Q9VPB4|Q9VPB4_DROME	XP_003485218.1
OG0021787	sp|Q95T12|FLOWR_DROME	XP_003485028.1, XP_003485027.1
OG0021788	tr|A8Y592|A8Y592_DROME, sp|Q9VRM7|CP307_DROME	XP_003485019.1
OG0021789	tr|Q9W3K2|Q9W3K2_DROME, tr|Q8IRK0|Q8IRK0_DROME	XP_003485003.1
OG0021790	tr|A1Z7M5|A1Z7M5_DROME, tr|A1Z7M7|A1Z7M7_DROME	XP_003484959.1
OG0021791	tr|M9NFC6|M9NFC6_DROME, tr|Q0KHX4|Q0KHX4_DROME	XP_003484765.1
OG0021792	tr|M9PEC0|M9PEC0_DROME, tr|M9PDT9|M9PDT9_DROME	XP_003484515.1
OG0023577	tr|A1Z9N6|A1Z9N6_DROME	XP_003494895.3
OG0023582	tr|Q9VZ21|Q9VZ21_DROME	XP_033180408.1
OG0023583	tr|Q9VNM9|Q9VNM9_DROME	XP_033180346.1
OG0023590	tr|Q9VWH1|Q9VWH1_DROME	XP_033180263.1
OG0023591	tr|Q9W3H0|Q9W3H0_DROME	XP_033180246.1
OG0023596	tr|Q8MYW2|Q8MYW2_DROME	XP_033180062.1
OG0023600	tr|B7Z0B9|B7Z0B9_DROME	XP_033179964.1
OG0023602	tr|A0A0B4K7J4|A0A0B4K7J4_DROME	XP_033179892.1
OG0023603	tr|A1ZBJ8|A1ZBJ8_DROME	XP_033179874.1
OG0023607	tr|Q9VFV1|Q9VFV1_DROME	XP_003493845.2
OG0023617	sp|Q9I7U4|TITIN_DROME	XP_033179291.1
OG0023618	tr|A0A0B4KG35|A0A0B4KG35_DROME	XP_033179290.1
OG0023621	sp|P11450|FCP3C_DROME	XP_033179273.1
OG0023623	tr|A1ZA23|A1ZA23_DROME	XP_003493050.3
OG0023628	tr|Q9W0K9|Q9W0K9_DROME	XP_024226378.2
OG0023632	tr|Q2PDM3|Q2PDM3_DROME	XP_024226270.2
OG0023633	tr|A1Z6R7|A1Z6R7_DROME	XP_033178984.1
OG0023641	tr|Q9W311|Q9W311_DROME	XP_033178740.1
OG0023647	sp|Q9VGW1|CAD86_DROME	XP_033178637.1
OG0023651	tr|Q9VVW9|Q9VVW9_DROME	XP_033178367.1
OG0023652	tr|M9PCM2|M9PCM2_DROME	XP_033178360.1
OG0023655	sp|M9PE65|AXO_DROME	XP_033178260.1
OG0023657	tr|Q9VFR3|Q9VFR3_DROME	XP_033178108.1
OG0023670	tr|Q9W0L6|Q9W0L6_DROME	XP_033177857.1
OG0023671	sp|P21519|MAM_DROME	XP_024224937.2
OG0023674	tr|E1JGY6|E1JGY6_DROME	XP_012243555.2
OG0023677	sp|B7TB45|SPZ2_DROME	XP_033177615.1
OG0023684	tr|A0A0B4LG30|A0A0B4LG30_DROME	XP_033177440.1
OG0023687	tr|E4NKK1|E4NKK1_DROME	XP_033177386.1
OG0023691	tr|Q9VSU3|Q9VSU3_DROME	XP_012242539.2
OG0023693	sp|P35415|MYSP1_DROME	XP_033177298.1
OG0023700	tr|Q8IMN9|Q8IMN9_DROME	XP_024223991.2
OG0023702	sp|P09957|YELL_DROME	XP_033177061.1
OG0023709	tr|A1Z763|A1Z763_DROME	XP_033176807.1
OG0023712	tr|Q9VPC7|Q9VPC7_DROME	XP_033176692.1
OG0023713	tr|B7YZQ3|B7YZQ3_DROME	XP_033176659.1
OG0023715	tr|Q9VGV7|Q9VGV7_DROME	XP_033176637.1
OG0023716	tr|A0A0B4KGW3|A0A0B4KGW3_DROME	XP_033176518.1
OG0023717	tr|Q9VZC5|Q9VZC5_DROME	XP_033176432.1
OG0023719	tr|Q9VRM3|Q9VRM3_DROME	XP_033176361.1
OG0023726	tr|Q9VVN9|Q9VVN9_DROME	XP_033176224.1
OG0023736	tr|Q0E9N0|Q0E9N0_DROME	XP_033176015.1
OG0023738	tr|Q7KQN5|Q7KQN5_DROME	XP_033175997.1
OG0023740	tr|Q9VJ41|Q9VJ41_DROME	XP_033175948.1
OG0023743	tr|Q9VKC6|Q9VKC6_DROME	XP_033175872.1
OG0023745	sp|Q8SXL2|CCHA2_DROME	XP_033175713.1
OG0023754	tr|Q7KT70|Q7KT70_DROME	XP_033175540.1
OG0023760	tr|Q9W2P8|Q9W2P8_DROME	XP_033175474.1
OG0023766	sp|P83949|UBX_DROME	XP_033175325.1
OG0023767	sp|Q9VDH6|IR93A_DROME	XP_033175297.1
OG0023770	tr|Q9VFQ9|Q9VFQ9_DROME	XP_033175256.1
OG0023771	tr|Q7K3Q2|Q7K3Q2_DROME	XP_033175255.1
OG0023773	tr|Q8IQC7|Q8IQC7_DROME	XP_024221488.2
OG0023775	tr|A0A0C4DHM8|A0A0C4DHM8_DROME	XP_033175159.1
OG0023776	tr|Q9V9V4|Q9V9V4_DROME	XP_033175113.1
OG0023782	tr|A1Z7G2|A1Z7G2_DROME	XP_003487060.2
OG0023788	tr|A0A0B4JCY2|A0A0B4JCY2_DROME	XP_033174914.1
OG0023791	tr|Q9V9R1|Q9V9R1_DROME	XP_033174857.1
OG0023797	sp|Q9VGG5|CAD87_DROME	XP_024220622.2
OG0023799	tr|Q9VHW1|Q9VHW1_DROME	XP_033174526.1
OG0023809	tr|B7YZK1|B7YZK1_DROME	XP_033180742.1
OG0023811	tr|A0A4D6K3U9|A0A4D6K3U9_DROME	XP_033180651.1
OG0023816	tr|Q7K2L7|Q7K2L7_DROME	XP_033180011.1
OG0023817	sp|P12024|CHAO_DROME	XP_033179937.1
OG0023818	sp|P45447|E78C_DROME	XP_033179439.1
OG0023820	tr|A0A0B4KG53|A0A0B4KG53_DROME	XP_033178338.1
OG0023822	tr|D0IQL1|D0IQL1_DROME	XP_033178131.1
OG0023825	tr|Q9VEZ2|Q9VEZ2_DROME	XP_033176990.1
OG0023827	tr|Q9VWE5|Q9VWE5_DROME	XP_033176621.1
OG0023832	sp|P48987|ATO_DROME	XP_033175961.1
OG0023836	tr|Q9VYM7|Q9VYM7_DROME	XP_033174843.1
OG0023838	tr|Q8SXE1|Q8SXE1_DROME	XP_033177991.1
OG0023839	sp|Q01819|CONN_DROME	XP_033177751.1
OG0023841	tr|Q8IR72|Q8IR72_DROME	XP_024228018.1
OG0023842	tr|Q9VV01|Q9VV01_DROME	XP_024228006.1
OG0023844	tr|Q9VVH2|Q9VVH2_DROME	XP_012248979.2
OG0023846	tr|Q9VNM8|Q9VNM8_DROME	XP_024227833.1
OG0023847	tr|Q9VNN0|Q9VNN0_DROME	XP_003494637.3
OG0023848	tr|Q9VNN2|Q9VNN2_DROME	XP_003494625.2
OG0023849	tr|Q8IPR4|Q8IPR4_DROME	XP_012248804.2
OG0023852	sp|Q9XYF4|DRONC_DROME	XP_024227723.1
OG0023853	tr|Q9VXV2|Q9VXV2_DROME	XP_024227721.1
OG0023856	sp|Q9VPF0|ATK_DROME	XP_024227632.1
OG0023858	tr|Q9VCJ5|Q9VCJ5_DROME	XP_003494280.2
OG0023859	tr|A1Z7X3|A1Z7X3_DROME	XP_012247786.2
OG0023863	tr|Q7KSE4|Q7KSE4_DROME	XP_024227049.1
OG0023864	sp|Q9VEB4|MTEF5_DROME	XP_024227048.1
OG0023869	tr|Q9VI12|Q9VI12_DROME	XP_024226873.1
