Orthogroup	bombus	fly
OG0018356	XP_033178852.1, XP_033178857.1, XP_033178850.1, XP_012245440.1	tr|Q9VES0|Q9VES0_DROME
OG0018359	XP_024225836.1, XP_024225825.1, XP_033178406.1, XP_033178408.1	tr|Q9N675|Q9N675_DROME
OG0018360	XP_033177846.1, XP_012242775.1, XP_012242764.1, XP_033177845.1	tr|Q9VDK2|Q9VDK2_DROME
OG0018361	XP_012242999.1, XP_024224814.1, XP_033177669.1, XP_012243008.1	sp|Q86BP6|ELG1_DROME
OG0018363	XP_012248001.1, XP_003494061.1, XP_033176367.1, XP_033176325.1	sp|Q9VAP2|DGT6_DROME
OG0018364	XP_012239770.1, XP_033176178.1, XP_024222595.1, XP_012239766.2	tr|Q8SXX2|Q8SXX2_DROME
OG0018366	XP_012238903.1, XP_033175967.1, XP_033175971.1, XP_033175976.1	tr|Q9VTS9|Q9VTS9_DROME
OG0018369	XP_033179971.1, XP_003484493.1, XP_012249513.1	tr|Q9W0X1|Q9W0X1_DROME, tr|Q9VET1|Q9VET1_DROME
OG0018370	XP_012246534.1, XP_033176907.1, XP_012246464.1, XP_033176938.1	tr|Q8IPM6|Q8IPM6_DROME
OG0018371	XP_012249365.1, XP_012249306.1, XP_033174337.1, XP_012249240.1	tr|Q9VP86|Q9VP86_DROME
OG0018372	XP_003494365.3, XP_024227610.1, XP_024227609.1	sp|Q9V785|3BP5H_DROME, tr|Q8IR46|Q8IR46_DROME
OG0018373	XP_024227310.1, XP_024227311.1, XP_024227308.1, XP_024227309.1	tr|Q8IN05|Q8IN05_DROME
OG0018375	XP_003493874.1, XP_024227237.1, XP_024227236.1, XP_012247659.1	tr|A1ZBR6|A1ZBR6_DROME
OG0018376	XP_024227073.1, XP_024227072.1, XP_024227071.1, XP_024227070.1	sp|Q9V727|ASX_DROME
OG0018378	XP_024226984.1, XP_024226985.1, XP_012247242.1, XP_012247243.1	tr|A0A6H2EDG9|A0A6H2EDG9_DROME
OG0018381	XP_012245645.1, XP_012245644.1, XP_024226100.1, XP_003492515.1	tr|Q9VZ85|Q9VZ85_DROME
OG0018382	XP_024226077.1, XP_003492482.1, XP_003492488.1	tr|Q9VJ31|Q9VJ31_DROME, tr|Q9VJ32|Q9VJ32_DROME
OG0018383	XP_024226048.1, XP_024226047.1, XP_024226046.1, XP_012245513.1	tr|Q7KLE5|Q7KLE5_DROME
OG0018385	XP_012244885.1, XP_003492056.1, XP_024225686.1, XP_024225687.1	sp|Q24307|DIAP2_DROME
OG0018387	XP_012243832.1, XP_024225052.1, XP_003491354.1, XP_003491355.1	tr|Q9VEH2|Q9VEH2_DROME
OG0018390	XP_024224681.1, XP_012243228.1, XP_012243229.1, XP_012243230.1	tr|Q8IQT4|Q8IQT4_DROME
OG0018391	XP_024224622.1, XP_012243209.1, XP_003491027.1, XP_012243208.1	tr|Q9VCZ0|Q9VCZ0_DROME
OG0018392	XP_024224520.1, XP_024224519.1, XP_024224518.1	tr|Q8STI6|Q8STI6_DROME
OG0018394	XP_012242026.1, XP_024223958.1, XP_024223959.1, XP_003490180.1	sp|Q9VAS7|INX3_DROME
OG0018395	XP_003490049.1, XP_012241776.1, XP_024223910.1, XP_024223911.1	tr|C3KGP2|C3KGP2_DROME
OG0018397	XP_003489977.1, XP_024223795.1	tr|Q9VYH4|Q9VYH4_DROME, tr|Q9V3E4|Q9V3E4_DROME, tr|M9PGK1|M9PGK1_DROME
OG0018399	XP_003489592.1, XP_024223457.1, XP_024223456.1, XP_012241155.1	tr|A1Z6H9|A1Z6H9_DROME
OG0018400	XP_012241020.1, XP_024223316.1	sp|P48612|PELO_DROME
OG0018401	XP_003489509.1, XP_024223311.1, XP_024223310.1, XP_024223312.1	tr|Q9W0A2|Q9W0A2_DROME
OG0018402	XP_012240821.1, XP_024223247.1, XP_024223246.1, XP_024223248.1	tr|A0A4D6K2J4|A0A4D6K2J4_DROME
OG0018405	XP_012240019.1, XP_012240021.1, XP_024222803.1, XP_024222802.1	tr|Q7JXC6|Q7JXC6_DROME
OG0018406	XP_003488644.1, XP_024222585.1	sp|Q9W354|ERK7_DROME
OG0018407	XP_024222514.1, XP_003488475.1, XP_012239462.1, XP_003488476.1	tr|Q9VTK6|Q9VTK6_DROME
OG0018408	XP_012239365.1, XP_024222437.1, XP_012239366.1, XP_012239367.1	sp|P14599|A4_DROME
OG0018409	XP_024222423.1, XP_012239378.1, XP_024222424.1, XP_003488405.1	tr|Q9W533|Q9W533_DROME
OG0018410	XP_012239140.1, XP_024222283.1, XP_003488281.1	tr|Q9VGJ3|Q9VGJ3_DROME, sp|Q27294|CAZ_DROME
OG0018411	XP_003488011.1, XP_012238773.1, XP_024222103.1, XP_024222104.1	tr|Q8SY34|Q8SY34_DROME
OG0018412	XP_024222044.1, XP_024222045.1, XP_003487864.1, XP_012238453.1	sp|Q8MUJ1|EIGER_DROME
OG0018413	XP_012238488.1, XP_024221922.1, XP_012238487.1, XP_024221923.1	tr|Q9VL42|Q9VL42_DROME
OG0018414	XP_012238366.1, XP_012238365.1, XP_024221887.1	tr|Q9VBL5|Q9VBL5_DROME, tr|Q9VQK4|Q9VQK4_DROME
OG0018417	XP_012238108.1, XP_024221736.1, XP_012238109.1, XP_012238110.1	tr|A8DYJ6|A8DYJ6_DROME
OG0018420	XP_024221423.1	tr|Q9VEJ9|Q9VEJ9_DROME
OG0018420	XP_024225048.1	sp|Q9VEG6|PERC_DROME, tr|Q9VC42|Q9VC42_DROME
OG0018421	XP_003487055.1, XP_024221271.1	tr|M9PBR6|M9PBR6_DROME, tr|Q9VT97|Q9VT97_DROME, tr|Q9VRR3|Q9VRR3_DROME
OG0018422	XP_024221196.1, XP_003486991.1, XP_024221194.1, XP_012237227.1	tr|Q9VZ84|Q9VZ84_DROME
OG0018423	XP_012237094.2, XP_024221183.1, XP_024221182.1	sp|Q03019|TWINE_DROME, sp|Q9VCX1|RGS_DROME
OG0018424	XP_024220927.1, XP_024220926.1, XP_024220928.1, XP_024220929.1	tr|Q8SXY2|Q8SXY2_DROME
OG0018425	XP_024220852.1, XP_012236643.1	tr|Q9VSK1|Q9VSK1_DROME
OG0018426	XP_024220765.1, XP_012236505.1, XP_012236504.1, XP_012236507.1	tr|Q9VQI2|Q9VQI2_DROME
OG0018430	XP_012245169.1, XP_012245150.1, XP_024225934.1, XP_012245138.1	tr|A0A0B4KGH8|A0A0B4KGH8_DROME
OG0018431	XP_024224608.1, XP_003485071.1	tr|Q9VBH3|Q9VBH3_DROME
OG0018432	XP_024223045.1, XP_012240447.1, XP_012240433.1, XP_012240439.1	tr|Q9VHT6|Q9VHT6_DROME
OG0018434	XP_003484643.1, XP_024220828.1, XP_024220830.1, XP_012237589.1	tr|O18399|O18399_DROME
OG0018435	XP_012248654.1, XP_003494407.1, XP_012248656.1	sp|Q0E9G3|KTU_DROME
OG0018438	XP_003494273.1	sp|Q9V3D2|HEM6_DROME
OG0018439	XP_003494106.1	sp|Q9VUK8|GARS_DROME
OG0018440	XP_003487262.1	sp|O01382|DRICE_DROME, sp|O02002|CASP1_DROME
OG0018440	XP_003493826.1	tr|Q9VET9|Q9VET9_DROME
OG0018441	XP_012246736.1	sp|P49735|MCM2_DROME
OG0018442	XP_012246547.1, XP_012246544.1, XP_012246545.1, XP_012246546.1	tr|Q9VN56|Q9VN56_DROME
OG0018443	XP_003492971.1, XP_012246294.1	tr|Q8IRH1|Q8IRH1_DROME
OG0018444	XP_003492916.1, XP_012246224.1, XP_012246223.1, XP_012246225.1	sp|Q7KQM6|GGYF1_DROME
OG0018445	XP_003492677.1, XP_012245892.1, XP_003492678.1, XP_012245891.1	tr|Q9VPP2|Q9VPP2_DROME
OG0018446	XP_012245805.1, XP_003492639.1, XP_012245806.1, XP_012245808.1	tr|A0A0B4LGM5|A0A0B4LGM5_DROME
OG0018447	XP_012245690.1, XP_012245691.1, XP_003492545.1, XP_012245692.1	tr|Q6NL44|Q6NL44_DROME
OG0018449	XP_003492177.1, XP_012244999.1	tr|Q9VSK2|Q9VSK2_DROME
OG0018450	XP_012244602.1, XP_012244603.1, XP_003491855.1	tr|Q9VS44|Q9VS44_DROME
OG0018451	XP_003491505.1, XP_012244089.1, XP_012244087.1, XP_012244091.1	tr|A1ZAX8|A1ZAX8_DROME
OG0018452	XP_012243831.1	tr|A8JUS1|A8JUS1_DROME
OG0018454	XP_003491150.1, XP_012243437.1, XP_012243438.1, XP_012243439.1	tr|Q9W122|Q9W122_DROME
OG0018455	XP_012243263.1, XP_012243267.1, XP_003490981.1, XP_012243265.1	tr|Q9VVG0|Q9VVG0_DROME
OG0018457	XP_003491032.1, XP_012243236.1, XP_012243235.1	tr|Q9VCD1|Q9VCD1_DROME
OG0018458	XP_003490936.1, XP_012243102.1, XP_012243103.1, XP_012243104.1	sp|Q9VQK0|U518_DROME
OG0018460	XP_012242440.1	tr|Q9VD22|Q9VD22_DROME
OG0018461	XP_003490312.2, XP_012242224.1, XP_012242222.1, XP_012242225.1	tr|Q9VT61|Q9VT61_DROME
OG0018462	XP_012242138.1, XP_003490256.1, XP_012240214.1	tr|Q9W0N1|Q9W0N1_DROME, tr|Q7JN06|Q7JN06_DROME
OG0018463	XP_012241919.1, XP_012241920.1, XP_012241921.1	tr|Q9VRY4|Q9VRY4_DROME, tr|Q9VYJ5|Q9VYJ5_DROME
OG0018464	XP_012241459.1, XP_003489799.1	sp|Q9VD51|DDX18_DROME
OG0018466	XP_012240323.1, XP_012240324.1, XP_003489115.2, XP_012240325.1	tr|Q9VK82|Q9VK82_DROME
OG0018467	XP_003488942.1, XP_012240215.1, XP_012240216.1, XP_012240217.1	tr|A4UZL3|A4UZL3_DROME
OG0018468	XP_003488895.1, XP_012240111.1	tr|Q7K4A1|Q7K4A1_DROME, tr|A1Z7N3|A1Z7N3_DROME
OG0018469	XP_003488664.1, XP_012239718.1, XP_012239717.1, XP_012239716.1	tr|Q9VH63|Q9VH63_DROME
OG0018470	XP_003488551.1, XP_012239590.1, XP_012239592.1, XP_012239593.1	tr|Q9W474|Q9W474_DROME
OG0018471	XP_012238399.1	tr|Q8IR64|Q8IR64_DROME, tr|A8JR38|A8JR38_DROME, tr|Q9VMU7|Q9VMU7_DROME, sp|Q8SWX0|ASTRX_DROME
OG0018473	XP_012237445.1, XP_012237444.1, XP_003487148.1	tr|Q9VCC7|Q9VCC7_DROME
OG0018474	XP_012237387.1, XP_003487094.1, XP_012237386.1, XP_012237384.1	tr|M9PEG2|M9PEG2_DROME
OG0018475	XP_012236998.1	tr|Q9VGY2|Q9VGY2_DROME, tr|Q8INL3|Q8INL3_DROME
OG0018476	XP_012236907.1, XP_012236906.1, XP_003486822.1, XP_012236908.1	tr|D0Z756|D0Z756_DROME
OG0018477	XP_012236357.1, XP_012236358.1, XP_003486505.1, XP_012236359.1	tr|Q7JX41|Q7JX41_DROME
OG0018478	XP_012236196.1, XP_003486374.1, XP_012236197.1	tr|Q9VI66|Q9VI66_DROME, tr|Q8INT0|Q8INT0_DROME
OG0018479	XP_012250427.1	sp|Q9V427|INX2_DROME, sp|Q9VRX6|INX4_DROME, sp|Q9VWL5|INX5_DROME, sp|Q9VR82|INX6_DROME
OG0018480	XP_012250072.1, XP_003486075.1, XP_012250073.1, XP_003487978.1	tr|Q9W3W9|Q9W3W9_DROME
OG0018481	XP_003486028.1, XP_012249941.1, XP_012249940.1, XP_012249942.1	sp|P22813|HSF_DROME
OG0018482	XP_012249660.1	tr|A1Z7X7|A1Z7X7_DROME, tr|Q7K0B6|Q7K0B6_DROME, tr|E1JJS1|E1JJS1_DROME, tr|Q8MRM0|Q8MRM0_DROME
OG0018483	XP_012245809.1, XP_012245804.1, XP_012245798.1, XP_012245815.1	tr|A1ZAN6|A1ZAN6_DROME
OG0018484	XP_012243943.1, XP_003485172.1	tr|A8JNS4|A8JNS4_DROME
OG0018485	XP_012242119.1	tr|Q9VUI5|Q9VUI5_DROME, tr|Q9V3S6|Q9V3S6_DROME, sp|O97178|ESMA_DROME, sp|P13095|ESM4_DROME
OG0018486	XP_003484688.1, XP_012237463.1, XP_012237481.1, XP_012237475.1	sp|Q9VIF1|MUT7_DROME
OG0018487	XP_003492588.1	tr|Q9VCN3|Q9VCN3_DROME, sp|P54385|DHE3_DROME
OG0018488	XP_003492223.1	sp|Q9VVH3|MIC13_DROME, tr|Q9VKG6|Q9VKG6_DROME, tr|B9ER12|B9ER12_DROME, tr|Q9W2T5|Q9W2T5_DROME
OG0018489	XP_003492076.1	tr|Q9Y168|Q9Y168_DROME, tr|Q9I7L9|Q9I7L9_DROME
OG0018491	XP_003491087.1, XP_003491080.1	tr|Q8I0P8|Q8I0P8_DROME, tr|Q9VRU7|Q9VRU7_DROME, tr|P91941|P91941_DROME
OG0018492	XP_003490571.1	sp|P32748|PYRD_DROME
OG0018493	XP_003490225.1	tr|Q9N2Q3|Q9N2Q3_DROME, tr|A1Z8V0|A1Z8V0_DROME, tr|Q9V3H7|Q9V3H7_DROME, tr|Q9VQS2|Q9VQS2_DROME
OG0018495	XP_003489064.1	tr|Q7KUA4|Q7KUA4_DROME
OG0018496	XP_003488203.1	tr|Q9VXX1|Q9VXX1_DROME, tr|Q9V426|Q9V426_DROME, tr|D2A6L8|D2A6L8_DROME, tr|Q9VBX3|Q9VBX3_DROME
OG0018497	XP_003487472.1	tr|Q7JYZ0|Q7JYZ0_DROME, tr|Q4V625|Q4V625_DROME, tr|Q8SY67|Q8SY67_DROME, tr|A1ZAL1|A1ZAL1_DROME
OG0018498	XP_003486966.1	tr|Q9W1R1|Q9W1R1_DROME, tr|Q9W1R0|Q9W1R0_DROME, tr|Q9VFV2|Q9VFV2_DROME, tr|Q9VFV3|Q9VFV3_DROME
OG0018499	XP_003485724.1	tr|Q9VQY8|Q9VQY8_DROME
OG0018500	XP_003485520.1	tr|Q9I7H4|Q9I7H4_DROME, tr|Q9VA55|Q9VA55_DROME, tr|Q9VC29|Q9VC29_DROME
OG0018501	XP_003485289.1	tr|Q9VWN3|Q9VWN3_DROME, sp|P21914|SDHB_DROME
OG0018502	XP_003484389.1	sp|P20480|NCD_DROME
OG0019485	XP_033180487.1, XP_033180486.1, XP_024228010.1	tr|Q0E8E2|Q0E8E2_DROME
OG0019486	XP_033180467.1, XP_033180466.1, XP_033180468.1	tr|M9PBX3|M9PBX3_DROME
OG0019487	XP_024227947.1, XP_012249115.1, XP_033180446.1	tr|M9PE35|M9PE35_DROME
OG0019488	XP_003494713.1, XP_033180418.1	tr|M9PCK0|M9PCK0_DROME, tr|Q9VPW6|Q9VPW6_DROME
OG0019489	XP_033180357.1	tr|Q9W478|Q9W478_DROME, tr|Q9W477|Q9W477_DROME, tr|Q9W475|Q9W475_DROME
OG0019491	XP_033180321.1, XP_012248744.2, XP_033180322.1	tr|H1UUM0|H1UUM0_DROME
OG0019492	XP_033180309.1, XP_012248711.1, XP_003494554.1	tr|A1Z8K5|A1Z8K5_DROME
OG0019495	XP_033180262.1, XP_003494479.1	tr|Q9VZ61|Q9VZ61_DROME, tr|Q9VZ62|Q9VZ62_DROME
OG0019496	XP_033180238.1, XP_012248543.1, XP_012248542.1	tr|X2JEB0|X2JEB0_DROME
OG0019497	XP_003494482.2, XP_024227724.1, XP_033180230.1	tr|Q9VXV1|Q9VXV1_DROME
OG0019501	XP_033180172.1, XP_033180171.1, XP_033180173.1	sp|A1ZAY1|DLISH_DROME
OG0019502	XP_033180165.1, XP_003494363.1, XP_033180164.1	sp|Q27591|ITBN_DROME
OG0019503	XP_024227523.1, XP_012248224.2, XP_033180091.1	tr|A0A0B4KHZ2|A0A0B4KHZ2_DROME
OG0019507	XP_033179931.1, XP_033179930.1, XP_033179929.1	sp|Q06453|AL_DROME
OG0019509	XP_024227250.1, XP_003493901.1, XP_033179829.1	sp|P23654|NRT_DROME
OG0019514	XP_003493722.1, XP_012247521.1, XP_033179744.1	tr|Q9VD07|Q9VD07_DROME
OG0019515	XP_024227089.1, XP_033179736.1	sp|O46040|MSTAA_DROME, tr|Q9W373|Q9W373_DROME
OG0019518	XP_012247353.1, XP_024227013.1, XP_033179660.1	tr|Q9VGH2|Q9VGH2_DROME
OG0019519	XP_003493606.1, XP_033179645.1, XP_012247249.1	tr|Q6NP69|Q6NP69_DROME
OG0019520	XP_003493565.1, XP_033179625.1	tr|Q9VKX6|Q9VKX6_DROME, tr|Q9VE49|Q9VE49_DROME
OG0019523	XP_024226884.1, XP_033179574.1, XP_012247065.1	tr|A0A0B4KFF9|A0A0B4KFF9_DROME
OG0019525	XP_012246841.1, XP_033179505.1, XP_033179506.1	sp|Q8MKW7|RNZ_DROME
OG0019527	XP_033179475.1, XP_033179476.1, XP_012246936.1	tr|Q9VWA7|Q9VWA7_DROME
OG0019528	XP_033179447.1	tr|Q7JZJ3|Q7JZJ3_DROME, sp|Q9V7U0|RESIL_DROME, tr|Q7JZ94|Q7JZ94_DROME
OG0019531	XP_024226713.1, XP_012246804.1, XP_033179421.1	tr|Q8IQN7|Q8IQN7_DROME
OG0019533	XP_012246734.1, XP_012246735.1, XP_033179411.1	tr|Q9VEQ3|Q9VEQ3_DROME
OG0019534	XP_012248514.1, XP_012246728.3, XP_012246651.1	sp|Q7K3L1|MARS_DROME
OG0019535	XP_012236452.1, XP_012236453.1, XP_033179335.1	tr|Q9VN28|Q9VN28_DROME
OG0019536	XP_012246625.1, XP_033179313.1, XP_033179314.1	tr|Q9VVJ1|Q9VVJ1_DROME
OG0019538	XP_003492960.1, XP_033179207.1, XP_012246333.1	sp|Q86BJ3|PIPE_DROME
OG0019539	XP_033179191.1, XP_003492926.1	tr|Q9VTG8|Q9VTG8_DROME, tr|Q8SX06|Q8SX06_DROME
OG0019545	XP_012245856.1, XP_033178978.1	tr|Q8INE2|Q8INE2_DROME, tr|Q9VNZ4|Q9VNZ4_DROME
OG0019546	XP_003492631.1, XP_033178954.1, XP_033178953.1	tr|Q9VJQ0|Q9VJQ0_DROME
OG0019548	XP_012245571.1, XP_033178815.1, XP_003492472.1	tr|M9PE53|M9PE53_DROME
OG0019549	XP_003492457.1, XP_033178809.1, XP_012245538.1	tr|Q32KC6|Q32KC6_DROME
OG0019551	XP_024225932.1, XP_003492310.1, XP_033178687.1	tr|Q9VTG6|Q9VTG6_DROME
OG0019553	XP_012245157.1, XP_033178632.1, XP_033178631.1	tr|Q7JZY1|Q7JZY1_DROME
OG0019554	XP_033178629.1, XP_033178628.1, XP_033178630.1	tr|Q9VD14|Q9VD14_DROME
OG0019555	XP_003492172.3	tr|A0A0B4KFX0|A0A0B4KFX0_DROME
OG0019556	XP_033178465.1, XP_024225652.1, XP_033178466.1	tr|Q9VG06|Q9VG06_DROME
OG0019557	XP_033178412.1	tr|Q9VBY9|Q9VBY9_DROME
OG0019557	XP_012240385.1	tr|Q9V474|Q9V474_DROME
OG0019558	XP_003491989.1, XP_033178409.1, XP_033178410.1	tr|Q9VWP5|Q9VWP5_DROME
OG0019559	XP_012244732.1, XP_033178387.1, XP_033178388.1	sp|Q9VWD6|OSGP2_DROME
OG0019560	XP_033178385.1, XP_033178384.1, XP_033178383.1	tr|A0A6H2EG35|A0A6H2EG35_DROME
OG0019565	XP_024225409.1, XP_033178261.1, XP_003491784.2	sp|Q9V496|APLP_DROME
OG0019566	XP_024225398.1, XP_033178250.1, XP_003491771.1	tr|Q9W365|Q9W365_DROME
OG0019567	XP_024225390.1, XP_033178245.1, XP_024225388.1	tr|M9PDE7|M9PDE7_DROME
OG0019568	XP_033178223.1, XP_033178222.1, XP_012244257.1	tr|Q960K3|Q960K3_DROME
OG0019573	XP_003491390.1, XP_012243796.1, XP_033177947.1	sp|Q8MLV1|LBR_DROME
OG0019574	XP_033177914.1, XP_012243762.1, XP_033177913.1	sp|Q9VUF8|CP314_DROME
OG0019577	XP_012243650.1, XP_033177844.1, XP_003491307.1	tr|E1JJN4|E1JJN4_DROME
OG0019579	XP_033177773.1, XP_003491179.1, XP_033177772.1	tr|Q9VUF9|Q9VUF9_DROME
OG0019580	XP_012243492.1, XP_003491163.1, XP_033177747.1	tr|Q9W1F0|Q9W1F0_DROME
OG0019582	XP_033177707.1, XP_012243425.1, XP_024224774.1	tr|Q8MMC6|Q8MMC6_DROME
OG0019584	XP_033177611.1, XP_033177610.1, XP_033177609.1	tr|Q9VCA0|Q9VCA0_DROME
OG0019586	XP_012243120.1, XP_033177592.1, XP_033177593.1	sp|Q9VN12|NCKXH_DROME
OG0019591	XP_033177355.1, XP_003490583.1, XP_033177356.1	sp|Q9V8Y2|OB56A_DROME
OG0019596	XP_012242184.1, XP_012242185.1, XP_033177168.1	tr|Q9VCM6|Q9VCM6_DROME
OG0019597	XP_033177142.1, XP_033177143.1, XP_003490397.1	sp|P07247|KRUP_DROME
OG0019598	XP_033177127.1, XP_024224056.1	sp|Q24323|SEM2A_DROME, tr|A0A0B4KG38|A0A0B4KG38_DROME
OG0019599	XP_003490281.3, XP_033177117.1, XP_033177118.1	sp|Q9VML9|TRISR_DROME
OG0019601	XP_024224005.1, XP_024224004.1, XP_033177081.1	tr|Q9VR30|Q9VR30_DROME
OG0019605	XP_033177055.1, XP_003490175.1, XP_033177054.1	sp|Q8T0D4|TANT_DROME
OG0019606	XP_033176973.1, XP_003490051.1, XP_024223924.1	tr|Q9VKY4|Q9VKY4_DROME
OG0019608	XP_033176926.1, XP_012241864.1, XP_033176927.1	sp|Q9VMU5|QTC_DROME
OG0019609	XP_033176900.1, XP_003489971.1, XP_003489972.1	tr|A8DYB1|A8DYB1_DROME
OG0019610	XP_033176866.1	tr|Q7KMM5|Q7KMM5_DROME
OG0019610	XP_003487149.1	tr|Q9VE68|Q9VE68_DROME
OG0019611	XP_024223725.1, XP_024223724.1, XP_033176838.1	tr|Q9W295|Q9W295_DROME
OG0019612	XP_033176812.1, XP_012241483.1, XP_033176811.1	sp|M9MRD1|MS300_DROME
OG0019613	XP_003489689.1, XP_033176744.1, XP_003489690.1	tr|Q9W116|Q9W116_DROME
OG0019614	XP_033176740.1, XP_012241283.1, XP_012241284.1	tr|Q9VQS4|Q9VQS4_DROME
OG0019615	XP_024223520.1, XP_033176711.1, XP_033176712.1	tr|Q9VVU7|Q9VVU7_DROME
OG0019617	XP_033176601.1, XP_012241109.1, XP_003489565.1	sp|Q8T626|DLT_DROME
OG0019618	XP_033176569.1, XP_033176568.1, XP_033176570.1	tr|Q7KVY9|Q7KVY9_DROME
OG0019619	XP_012240924.1, XP_033176555.1, XP_033176554.1	tr|M9NDT2|M9NDT2_DROME
OG0019620	XP_012240936.1, XP_024223392.1, XP_033176531.1	sp|Q9VL32|SUR_DROME
OG0019621	XP_033176476.1, XP_033176477.1, XP_012240723.1	tr|Q961Q9|Q961Q9_DROME
OG0019623	XP_033176449.1, XP_033176450.1	tr|A0A0B4LH78|A0A0B4LH78_DROME
OG0019624	XP_033176441.1, XP_033176440.1, XP_003489328.1	tr|A1ZA22|A1ZA22_DROME
OG0019625	XP_033176429.1, XP_012240636.1, XP_003489195.1	tr|Q9VBX0|Q9VBX0_DROME
OG0019626	XP_033176415.1, XP_024223131.1, XP_024223132.1	tr|Q8IQ73|Q8IQ73_DROME
OG0019628	XP_033176379.1	tr|Q9W2B0|Q9W2B0_DROME, sp|Q9VBW6|DAN_DROME, sp|Q9VBW9|DANR_DROME
OG0019630	XP_033176353.1, XP_012240360.1	tr|Q9VPA2|Q9VPA2_DROME, tr|Q9I7U7|Q9I7U7_DROME
OG0019631	XP_033176287.1, XP_003488990.1, XP_012240298.1	tr|Q9VKY0|Q9VKY0_DROME
OG0019636	XP_033176128.1, XP_003488803.1, XP_024222739.1	tr|Q9VB21|Q9VB21_DROME
OG0019638	XP_033176077.1, XP_033176076.1, XP_012239836.1	sp|Q9VCP1|Y4449_DROME
OG0019642	XP_033176004.1, XP_033176003.1, XP_033176002.1	tr|Q6NQZ7|Q6NQZ7_DROME
OG0019644	XP_024222478.1, XP_033175964.1, XP_003488498.1	tr|E2QD16|E2QD16_DROME
OG0019645	XP_033175959.1, XP_012239470.1, XP_033175960.1	tr|Q9VL60|Q9VL60_DROME
OG0019646	XP_012239525.1, XP_033175939.1, XP_024222466.1	tr|A0A076NAB7|A0A076NAB7_DROME
OG0019647	XP_003488436.1, XP_033175870.1	tr|Q8IRA1|Q8IRA1_DROME, tr|Q9VXU8|Q9VXU8_DROME
OG0019648	XP_033175864.1, XP_012239248.1	tr|A0A0B4KGJ9|A0A0B4KGJ9_DROME, tr|A0A0B4KHV7|A0A0B4KHV7_DROME
OG0019651	XP_033175803.1, XP_012239197.1, XP_012239196.1	tr|Q9VT34|Q9VT34_DROME
OG0019654	XP_033175789.1, XP_003488101.1, XP_024222171.1	tr|E1JHN0|E1JHN0_DROME
OG0019655	XP_003488046.1, XP_033175737.1, XP_033175736.1	tr|Q7JR24|Q7JR24_DROME
OG0019657	XP_033175712.1, XP_033175711.1, XP_012239077.1	tr|Q9W3B8|Q9W3B8_DROME
OG0019659	XP_012238604.1, XP_033175634.1, XP_003487964.1	tr|Q7JQG5|Q7JQG5_DROME
OG0019660	XP_033175622.1, XP_024222035.1, XP_012238553.1	tr|O46048|O46048_DROME
OG0019662	XP_003494928.2, XP_033175600.1, XP_024221935.1	tr|Q9VZG1|Q9VZG1_DROME
OG0019663	XP_033175552.1, XP_033175553.1, XP_024222013.1	tr|A0A0B4K6G0|A0A0B4K6G0_DROME
OG0019664	XP_012238380.1, XP_012238379.1, XP_033175505.1	sp|A8DYY5|RPAP2_DROME
OG0019665	XP_033175503.1, XP_033175502.1, XP_033175504.1	tr|Q9VTR6|Q9VTR6_DROME
OG0019666	XP_003487492.1, XP_012238045.1, XP_033175385.1	tr|Q9VPI8|Q9VPI8_DROME
OG0019667	XP_033175383.1, XP_012238051.1, XP_033175384.1	tr|Q9Y165|Q9Y165_DROME
OG0019670	XP_003487450.1, XP_033175307.1, XP_012237871.1	sp|Q9V9Y9|SPNF_DROME
OG0019673	XP_033175180.1, XP_033175179.1, XP_012237620.1	tr|Q8IMQ2|Q8IMQ2_DROME
OG0019674	XP_033175166.1, XP_033175168.1, XP_033175167.1	tr|Q9V9W7|Q9V9W7_DROME
OG0019675	XP_033175150.1, XP_012237530.1, XP_003487249.1	tr|Q9VMJ4|Q9VMJ4_DROME
OG0019676	XP_003487176.1, XP_033175128.1, XP_033175127.1	tr|Q9VSM9|Q9VSM9_DROME
OG0019678	XP_003487044.1, XP_033175040.1, XP_024221237.1	tr|Q9VRW4|Q9VRW4_DROME
OG0019679	XP_033174996.1, XP_033175007.1, XP_012236988.2	tr|Q9W3C8|Q9W3C8_DROME
OG0019680	XP_033174987.1, XP_012237223.1, XP_033174988.1	tr|A0A0B4KI44|A0A0B4KI44_DROME
OG0019681	XP_003486882.1, XP_033174932.1, XP_033174933.1	tr|A8JQY3|A8JQY3_DROME
OG0019682	XP_033174917.1, XP_033174915.1, XP_033174916.1	tr|A1Z6I3|A1Z6I3_DROME
OG0019686	XP_024220751.2, XP_024220750.2, XP_024220749.2	sp|Q9VRJ1|SYAM_DROME
OG0019687	XP_033174701.1, XP_012236345.1, XP_033174700.1	tr|Q9VZA6|Q9VZA6_DROME
OG0019690	XP_033174639.1, XP_033174640.1, XP_033174638.1	tr|M9PB30|M9PB30_DROME
OG0019691	XP_024220627.1, XP_033174635.1	sp|Q07553|GCY3E_DROME, tr|Q9VU79|Q9VU79_DROME
OG0019694	XP_024220433.1, XP_033174522.1, XP_012250472.1	tr|Q9V9Z0|Q9V9Z0_DROME
OG0019695	XP_003486236.1, XP_033174513.1	sp|Q9VEU6|GCYDA_DROME, sp|Q9VEU5|GCYDB_DROME
OG0019696	XP_024220386.1, XP_003486252.1, XP_033174508.1	tr|Q9W1K4|Q9W1K4_DROME
