Orthogroup	bombus	mouse
OG0011563	XP_012239542.1, XP_012239544.1, XP_033175994.1, XP_012239543.1, XP_033175993.1	sp|Q80X95.1|RRAGA_MOUSE, AAH48245.1, NP_848463.1, BAE25953.1
OG0011564	XP_033175916.1, XP_003488380.1	sp|Q8C784.2|MOSMO_MOUSE, BAC34951.1, NP_001158052.1, AAH30336.1, EDL17219.1, EDL17220.1
OG0011565	XP_024222422.2	XP_017171095.1, AAH02158.1, BAB29195.1, BAE31434.1, BAB30687.2, NP_077204.2, EDL40932.1, sp|Q922Q2.2|RIOK1_MOUSE
OG0011566	XP_024224449.1, XP_033175788.1, XP_012239039.1	XP_006509667.1, XP_006509668.1, sp|Q9EPU0.2|RENT1_MOUSE, AAH56442.1, NP_001116301.1, EDL28813.1, AAT46119.1
OG0011570	XP_033175633.1, XP_003487846.1	XP_006531027.1, NP_758492.2, BAC26392.1, EDL11760.1, sp|Q8R0G9.2|NU133_MOUSE, AAH23915.1, AAH26845.1
OG0011571	XP_033175623.1, XP_003487895.1	sp|Q9JLN9.2|MTOR_MOUSE, EDL14819.1, AAF73196.1, NP_064393.2, AAI12905.1
OG0011578	XP_033174660.1	AAI47846.1, EDL14082.1, sp|B1AVZ0.1|UPP_MOUSE, AAI47854.1, EDL14081.1, NP_001074658.1
OG0011580	XP_012236127.1, XP_003486349.2, XP_033174553.1	AAA37373.1, CAA36342.1, BAC40187.1, BAE28703.1, AAH13447.1
OG0011582	XP_003485939.1, XP_033180878.1	EDL01673.1
OG0011583	XP_024228317.1, XP_033180759.1, XP_003485848.1	NP_705762.2, BAE21097.1, BAC65714.1, AAH37107.1, EDL37012.1, sp|Q80TL1.2|ADCY2_MOUSE
OG0011587	XP_033179886.1, XP_003485287.1	EDL00014.1, sp|Q99NB9.1|SF3B1_MOUSE, BAB40140.1, NP_112456.2, XP_036010348.1, XP_036010350.1
OG0011588	XP_012245906.1, XP_033179205.1	sp|G3X912.1|SPRTN_MOUSE, XP_036009942.1, EDL11788.1, EDL11789.1, XP_006531083.1, NP_001104611.1, AAI58089.1
OG0011589	XP_033178656.1, XP_003485146.1	NP_001365981.1, EDL22373.1, AAH12635.1, BAB23013.1, AAF01785.1, sp|Q9R061.1|NUBP2_MOUSE, NP_036086.1
OG0011591	XP_003485168.1, XP_033178139.1, XP_012244265.1, XP_012244249.1, XP_012244279.1, XP_012244286.1, XP_012244289.1	NP_001346198.1
OG0011592	XP_003485124.1, XP_033177981.1, XP_012245210.1	sp|Q5DU02.2|UBP22_MOUSE, BAE36137.1, AAH80737.1, BAE33026.1, NP_001004143.2
OG0011593	XP_033176903.1	AKD95359.1, NP_899005.2, EDL30811.1, XP_030109424.1, XP_030109425.1, XP_011238830.1, AAH55111.1, sp|A2AVQ5.1|LEXM_MOUSE, XP_006503149.1, XP_011238831.1
OG0011594	XP_012240196.1, XP_033175693.1, XP_012240193.1, XP_012240202.1, XP_024222929.1, XP_012240209.1	NP_001156557.2, sp|A2AQW0.1|M3K15_MOUSE, EDL40809.1
OG0011595	XP_003484634.1, XP_033174647.1, XP_033174651.1	sp|Q99PV0.2|PRP8_MOUSE, NP_619600.2, BAB32671.1, AAH93481.1, EDL12817.1
OG0011596	XP_024227636.1	BAE40832.1, AAI38412.1, BAE41314.1, AAI38413.1, NP_001028472.2, sp|Q3THK7.2|GUAA_MOUSE, BAE25299.1, EDL35401.1
OG0011597	XP_003493867.1, XP_024227232.1	EDK97573.1, sp|Q8K268.1|ABCF3_MOUSE, NP_038880.1, AAH32923.1
OG0011598	XP_024227177.1, XP_024227176.1, XP_003493797.1	AAH02214.1, AAH54365.1, sp|Q9D7J9.1|ECHD3_MOUSE, BAB26117.1, NP_077170.2, EDL07980.1
OG0011599	XP_024226841.1, XP_024226842.1	AAH06711.1, NP_851845.1, sp|Q8BL03.1|MCATL_MOUSE, BAC33105.1, EDL18702.1
OG0011600	XP_024226710.1, XP_003493311.1, XP_024226711.1	AAL27647.1, sp|Q8CIW5.1|PEO1_MOUSE, NP_722491.2, BAE27008.1, EDL41944.1, AAH71195.1
OG0011601	XP_024226345.1	BAB26301.1, NP_001239373.1, BAC41068.1, AAH28899.1, NP_001239374.1, sp|Q9D787.2|PPIL2_MOUSE, NP_659203.1, BAE36483.1
OG0011602	XP_024226328.1	BAC53807.1, NP_001349300.1, NP_001349299.1, AAI29968.1, EDL33155.1
OG0011603	XP_012245027.1, XP_012245026.1, XP_003492163.1, XP_024225732.1	NP_080505.1, BAB30430.1, AAH10729.1, sp|Q8BS95.2|GPHR_MOUSE
OG0011604	XP_024225612.1	sp|Q9CS00.2|CATIN_MOUSE, AAY17367.1, NP_081657.1, EDL31428.1, AAI51181.1, AAI50987.1, BAB27295.1
OG0011605	XP_024225027.1	NP_001158097.1, sp|Q8R3A2.2|CDPF1_MOUSE, NP_932115.2, XP_006521510.1, NP_001158098.1, XP_006521511.1, EDL04426.1, EDL04425.1, AAH25858.1
OG0011606	XP_024224877.1	BAB22675.1, EDL25040.1, NP_080120.1, BAE21307.1, AAH18374.1, sp|Q9D1P4.1|CHRD1_MOUSE
OG0011607	XP_024224742.1, XP_003491096.1	pdb|3RO2|A, pdb|7EP7|A, pdb|4G2V|A, pdb|3RO3|A, pdb|4JHR|B, pdb|4JHR|A, EDL08297.1, AAH26486.1
OG0011608	XP_024224531.1	AAI32352.2, EDL08399.1, sp|Q6NZQ2.2|DDX31_MOUSE, XP_030105674.1, AAH66017.2, NP_001028466.2, BAE38708.1
OG0011609	XP_012242723.1, XP_012242724.1, XP_024224292.1, XP_012242722.1	NP_082740.1, EDL23633.1, AAH49914.1
OG0011610	XP_024223452.1, XP_003489616.2	AAQ10286.1, BAB27142.1, sp|Q9CWH5.1|TRM11_MOUSE, EDL04848.1, NP_082880.2, XP_036011940.1, XP_006512940.1
OG0011611	XP_024223236.1, XP_012240709.1, XP_003489364.1	BAC28273.1, NP_663574.3, EDL10848.1, NP_001351374.1, sp|Q3TPR7.1|T184C_MOUSE, BAE37668.1
OG0011612	XP_024222931.1	CAC08218.1, sp|Q6NZL6.2|TONSL_MOUSE, EDL29598.1, NP_898914.3, XP_017172244.1, AAH66068.1, BAC25399.1
OG0011613	XP_024222824.1	sp|Q9JKP8.1|CHRC1_MOUSE, AAF67145.1, BAB27197.1, EDL29412.1, NP_444298.1, AAH61043.1, AAH16593.1, EDL29411.1
OG0011615	XP_024222157.1	NP_001347976.1, BAC39364.1, AAI19533.1, AAI19532.1, BAC28224.1, sp|Q0VDT2.2|ZN367_MOUSE, NP_780703.1, BAC30909.1, BAC30919.1
OG0011616	XP_024221955.1	BAD32493.1, AAH30874.1, NP_083159.1, sp|Q8K0P3.1|MEAK7_MOUSE, EDL11615.1, XP_030099677.1, BAC37572.1
OG0011617	XP_012238548.1, XP_024221952.1	BAC65504.1, sp|Q9DAX9.1|APBP2_MOUSE, NP_080101.1, BAB24034.1, AAH19152.1, AAH18442.1, EDL15760.1
OG0011618	XP_024221785.1, XP_024221784.1, XP_024221783.1	sp|Q3TP92.2|CNEP1_MOUSE, AAH18265.1, EDL12509.1, NP_080293.1
OG0011619	XP_012237788.1, XP_012237786.1, XP_012237789.1, XP_024221602.1, XP_024221603.1, XP_012237787.1, XP_024221604.1	XP_006527245.1
OG0011620	XP_024221307.1, XP_012237357.1, XP_024221308.1, XP_012237358.1	pdb|2V51|E, pdb|3TPQ|M, pdb|3TPM|B, pdb|2YJE|M, pdb|2YJF|M, pdb|2V51|F
OG0011622	XP_012237054.1, XP_003487018.1, XP_024221161.1, XP_012237051.1, XP_012237052.1, XP_012237053.1	sp|D3Z4S3.1|PTRD1_MOUSE, NP_001191841.1, EDL01370.1
OG0011623	XP_024220811.1, XP_024220812.1	BAE35804.1, NP_080349.1, AAH09150.1, sp|Q9DAI2.1|IFT22_MOUSE, EDL19302.1, BAB24256.1, XP_011239207.1
OG0011624	XP_012236353.1, XP_024220666.1	NP_081308.1, BAE22559.1, BAB24230.1, EDL02079.1, AAI20741.1, sp|Q9DAK2.1|PACRG_MOUSE
OG0011626	XP_024228075.1	XP_011244638.2, XP_006524020.1, EDL23510.1, AAH51950.1, sp|Q9JM73.1|SRF_MOUSE, BAA92314.1, NP_065239.1
OG0011627	XP_024227708.1	EDL19158.1, EDL19159.1, EDL19160.1, AAH31792.1, NP_932097.1, sp|Q8K0C8.1|COX19_MOUSE
OG0011628	XP_012248242.1, XP_024227463.1	EDK99323.1, AAC64085.1, NP_690037.1, sp|Q8JZX4.1|SPF45_MOUSE, EDL08017.1, EDL08016.1, AAH34896.1
OG0011629	XP_003485073.1, XP_024224708.1	XP_011244162.1, EDK97283.1, XP_036015739.1, EDK97284.1, NP_663337.2, BAE26713.1, sp|Q921Q3.3|ALG1_MOUSE
OG0011630	XP_024223854.1	XP_006541021.1, NP_808561.2, EDL07259.1, AAI16272.1, AAI16271.1, BAC37062.1, XP_006541022.1, BAD32365.1, sp|Q69ZT1.2|FAN1_MOUSE
OG0011631	XP_024222285.1, XP_024222284.1, XP_003484815.1	AAF40207.1, AAH31132.1, BAB84193.1, EDL41810.1, sp|Q8VI84.2|NOC3L_MOUSE, NP_067290.2
OG0011632	XP_024220836.1	BAD90239.1, NP_001343205.1, sp|A2AKQ0.2|S35D1_MOUSE, BAC33758.1, BAE41358.1, AAI15985.1, EDL30842.1
OG0011633	XP_012249178.1	XP_036017093.1, EDL09729.1, AAI41271.1, sp|Q3U128.1|APCD1_MOUSE, NP_573500.2, BAE33672.1, AAI41270.1, BAE42770.1
OG0011634	XP_012249103.1, XP_003489005.1	AAI25593.1, sp|P52760.3|RIDA_MOUSE, NP_032313.2, AAA96033.1, EDL08846.1, AAH92375.1, AAI25591.1
OG0011635	XP_012249023.1	EDL12960.1, XP_030110892.1, XP_030110891.1
OG0011636	XP_012248809.1	AAA39524.1, AAF63705.1, EDL01849.1, NP_031478.1, AAH05626.1, sp|P20108.1|PRDX3_MOUSE, BAB22108.1
OG0011637	XP_012247702.1	AAW79567.1, AAH86695.1, BAE35914.1, AAI38567.1, NP_835279.2, AAI38566.1, sp|Q8BRK8.3|AAPK2_MOUSE
OG0011638	XP_012246881.1	EDL42060.1, NP_035285.2, AAB18613.1, sp|Q60676.3|PPP5_MOUSE, AAH03744.1, AAB70573.1, XP_006539726.1, XP_030098096.1, XP_017177532.1
OG0011639	XP_003494788.1	sp|Q69ZQ2.2|ISY1_MOUSE, AAH37695.1, BAB31028.1, AAH20103.1, NP_598695.1, EDK99226.1, BAD32394.1
OG0011640	XP_003494429.1	NP_079882.2, AAH44721.1, EDL41442.1, sp|Q99N93.1|RM16_MOUSE, BAB27947.1, BAE38296.1, BAB40848.1, EDL41443.1
OG0011641	XP_003494349.1	AAI19593.1, BAC39654.1, sp|Q0VDN7.1|RUND1_MOUSE, XP_006533098.1, NP_766154.2, BAE33983.1, AAI19594.1, EDL34042.1
OG0011643	XP_003494147.1	BAB28889.1, EDL14952.1, BAC98116.1, AAH94573.1, AAI38463.1, BAE32909.1, sp|Q505F5.1|LRC47_MOUSE, NP_957678.1, AAI38464.1
OG0011644	XP_003494118.1	AAF89089.1, sp|Q9JHU3.1|CDK20_MOUSE, NP_444410.1, XP_030102968.1, AAH31907.1, EDL16243.1, AAW82351.1, EDL16244.1
OG0011645	XP_003493714.1	NP_080152.1, sp|Q8BTW8.2|CK5P1_MOUSE, BAB26700.1, BAE23052.1, EDL06067.1, AAH25132.1, BAC40398.1
OG0011646	XP_003493676.1	AAA37263.1, CBF96062.1, NP_034454.2, sp|P05201.3|AATC_MOUSE, BAE27177.1, CAA30275.1, AAH02057.1, CBV09582.1
OG0011647	XP_003493651.1	AAH19458.1, BAC40488.1, BAE39723.1, sp|Q6ZWM4.3|LSM8_MOUSE, NP_598700.1, EDL13861.1
OG0011648	XP_003493597.1	NP_001363967.1, NP_036029.2, BAE22786.1, BAB27921.1, AAH19683.1, sp|P14576.2|SRP54_MOUSE, NP_001093579.1
OG0011649	XP_003493541.1	sp|Q99LC5.2|ETFA_MOUSE, EDL25851.1, NP_663590.3, BAE39635.1, AAH96645.1, BAE21705.1, BAC28046.1, BAE40260.1
OG0011650	XP_003493463.1	BAB28595.2, EDL12213.1, AAH21935.1, sp|Q78XF5.1|OSTC_MOUSE, BAE22491.1, NP_079785.1, BAB26158.1, BAB27389.1
OG0011651	XP_003493435.1	EDL19471.1, NP_075737.1, AAH03849.1, sp|P70122.4|SBDS_MOUSE, BAB23803.1, XP_006504553.1, BAB29487.1, BAE40670.1, BAB31612.1
OG0011652	XP_003493352.1	EDL10517.1, XP_006505720.1, NP_032540.2, AAH60704.1, sp|O88572.1|LRP6_MOUSE, AAC33007.1
OG0011653	XP_012246906.1	BAB21941.1, EDL16210.1, sp|Q9QXD6.3|F16P1_MOUSE, AAH51392.1, BAE28940.1, CAB65244.1, NP_062268.1, AAH11480.1
OG0011654	XP_012245930.1	BAC35471.1, BAE41286.1, XP_030103879.1, sp|Q8BKC5.3|IPO5_MOUSE, XP_036014740.1, NP_076068.1, XP_030103878.1, AAH52392.1
OG0011655	XP_012245610.1	BAB22292.1, BAB23361.1, AAH23338.1, EDL20894.1, NP_079636.2, sp|Q78IS1.1|TMED3_MOUSE, EDL09979.1, NP_079974.1
OG0011656	XP_012245041.1	BAE35251.1, EDK99883.1, EDK99884.1, sp|Q91WI7.1|ITFG2_MOUSE, EDK99885.1, AAH14833.1, BAE28098.1, NP_598688.1, BAE22217.1
OG0011657	XP_003492625.1, XP_003492101.2	NP_001296574.1, BAB26528.1, NP_001296770.1, NP_001139024.1, sp|Q9D6Y4.1|BORC8_MOUSE
OG0011658	XP_012244081.1	EDK99615.1, BAE33081.1, AAH06913.1, AAL75967.1, AAH21329.1, NP_598701.2, sp|Q8BID8.1|FXL14_MOUSE, BAC39201.1
OG0011659	XP_012243951.1	AAH28530.1, pdb|7PNV|W, NP_079710.3, pdb|7PNU|W, EDL05196.1, BAB27349.1, pdb|7PNW|W, sp|Q9CY16.1|RT28_MOUSE, pdb|7PNT|W
OG0011660	XP_012243799.1	XP_006525098.1, NP_083178.1, sp|Q9D4G2.1|HSF2B_MOUSE, BBG43596.1, BAB30300.1, EDL40335.1, XP_030105980.1
OG0011661	XP_003491107.2	BAC30985.1, EDL15206.1, BAB32195.1, sp|Q059Y8.1|DCST1_MOUSE, AAI25481.1, NP_084250.1, AAI25479.1, EDL15204.1
OG0011662	XP_003491090.1, XP_012243351.1	AAH24115.1, sp|Q8R1T1.1|CHMP7_MOUSE, NP_598839.2, EDL35938.1, AAH33365.1, EDL35937.1
OG0011663	XP_003491053.1, XP_012243330.1	EDL06401.1, NP_001361584.1, NP_080599.1, AAH99427.1, sp|Q9DAU7.1|WFDC2_MOUSE, BAB24094.1, AAL73189.1
OG0011664	XP_012242998.1	XP_006498007.1, BAE25788.1, EDL08512.1, sp|Q8VBV3.1|EXOS2_MOUSE, AAH21807.1, BAE39092.1, NP_659135.1
OG0011665	XP_012242633.1	NP_001139556.2, NP_937819.3, AAH52898.1, NP_001364054.1, NP_001364053.1, sp|Q7TMV3.1|FAKD5_MOUSE, BAE25612.1, BAD90466.1
OG0011666	XP_012242474.1	BAE37329.1, NP_001350721.1, NP_705801.1, EDK98706.1, BAC38295.1, AAH29109.1, EDK98707.1, sp|P59024.1|FKB14_MOUSE
OG0011667	XP_012242287.1	pdb|2E1D|A, pdb|2E1D|B, AAH04754.1, NP_035658.1, AAH94277.1, sp|Q93092.2|TALDO_MOUSE, AAB83955.1, EDL18061.1
OG0011668	XP_012242272.1, XP_012242271.1	AAG53511.1, EDL07597.1, AAS10352.1, sp|Q99PP7.2|TRI33_MOUSE, NP_444400.2, NP_001073299.1, BAC98103.1
OG0011669	XP_012242261.1	NP_001303679.1, BAE41541.1, sp|Q6GV12.1|KDSR_MOUSE, NP_081810.1, AAH23820.2, AAT57900.1, EDL39859.1, EDL39860.1
OG0011670	XP_012242112.1	BAC29918.1, AAH71242.1, AAR87791.1, BAE37794.1, NP_001074861.1, XP_006537539.1, EDL05503.1
OG0011671	XP_012242060.1	NP_001360884.1, sp|E9Q3L2.2|PI4KA_MOUSE, EDK97456.1, AQS27629.1, XP_030104929.1, AAH75629.1, NP_001001983.2
OG0011672	XP_012241586.1, XP_012241587.1	XP_006522308.1, NP_001074494.1, sp|Q8BRC6.3|CFA91_MOUSE, EDK97973.1, AAM27269.1, BAC32231.1, EDK97972.1
OG0011673	XP_012241505.1	sp|Q8K3A0.2|HSC20_MOUSE, EDL20000.1, BAE20904.1, NP_001346764.1, EDL19999.1, XP_017176071.1, NP_705799.2, AAH27641.1
OG0011674	XP_012241382.1	BAE29258.1, NP_082404.1, AAH89001.1, sp|Q9D0F6.1|RFC5_MOUSE, BAB27652.1, EDL19804.1, BAE41638.1
OG0011675	XP_012241336.1, XP_012241337.1	sp|O88693.1|CEGT_MOUSE, EDL02214.1, BAA28782.1, XP_006537848.1, BAA33558.1, NP_035803.1, AAH50828.1
OG0011676	XP_012241259.1	AAH37609.2, NP_079943.2, sp|Q8BVA2.1|TM222_MOUSE, BAC37573.1, EDL30073.1, BAB30776.1, XP_006539099.1
OG0011677	XP_012241224.1	EDL26052.1, AAH30631.1, EDL26054.1, EDL26053.1, AAM77699.1, sp|Q8K1F9.1|LCTL_MOUSE, XP_006511164.1, NP_665834.1
OG0011678	XP_003489556.1, XP_012241077.1	BAE27405.1, NP_035260.1, sp|Q8K409.3|DPOLB_MOUSE, BAC36630.1, AAH60998.1, EDL32883.1, AAM49616.1, BAE30399.1
OG0011679	XP_012240857.1, XP_012240856.1	BAD90451.1, pdb|6O16|B, pdb|6O16|A, XP_017176254.1, NP_976064.1, AAH80298.1, AAH66077.1
OG0011680	XP_012240659.1	EDL32007.1, XP_006513831.1, AAI17503.1, BAC39167.1, BAE25574.1, sp|Q3UP23.2|TMM26_MOUSE, NP_808462.2, AAI17504.1
OG0011681	XP_012240633.1	XP_036019036.1, sp|Q9CXY9.2|GPI8_MOUSE, BAB29018.1, AAH60175.1, EDL11917.1, BAC38629.1, BAC37051.1, NP_079938.1
OG0011682	XP_012240538.1	BAC36778.1, NP_631878.2, sp|Q91WT4.2|DJC17_MOUSE, AAH13487.1, EDL27940.1, EDL27939.1
OG0011683	XP_012240527.1, XP_012240525.1, XP_012240526.1	sp|P26638.3|SYSC_MOUSE, NP_001191908.1, AAH08612.1, BAE31768.1, BAC35990.1
OG0011684	XP_012240517.1	EDL38386.1, BAE22889.1, BAE37296.1, NP_075783.2, BAE41169.1, EDL38385.1, sp|Q9D0F1.1|NDC80_MOUSE, BAB27657.1, AAK01425.1
OG0011685	XP_012240386.1	EDL11171.1, BAC40521.1, XP_036009656.1, sp|Q8BTU1.1|CFA20_MOUSE, AAI19026.1, AAI19024.1, NP_032213.2
OG0011686	XP_012240382.1	NP_001103571.1, BAE30544.1, AAH14288.1, AAL14458.1, AAB72037.1, sp|O35900.1|LSM2_MOUSE, AAL14450.1, EDL26704.1
OG0011687	XP_003489119.2	EDL11380.1, EDL11378.1, NP_663387.3, sp|P0CG15.1|CTF8_MOUSE, EDL11377.1, EDL11379.1, EDL11382.1, NP_001351115.1
OG0011688	XP_012240188.1, XP_012240189.1	BAC29248.1, BAD32486.1, EDL21037.1, sp|Q69ZF8.2|MSL2_MOUSE, NP_001366273.1, AAI00372.1, NP_001093921.1
OG0011689	XP_012239808.1, XP_012239810.1	BAB32164.1, EDL10996.1, BAB24241.1, AAQ64635.1, NP_080675.2, AAH19369.1, sp|Q9DAJ4.1|WDR83_MOUSE
OG0011690	XP_003488655.2	EDL18913.1, NP_084448.1, AAH49109.1, sp|Q9D0E5.1|EFC11_MOUSE, EDL18912.1, BAB27665.1, BAC28925.1, EDL18911.1, BAB27869.1
OG0011691	XP_003488577.1, XP_012239625.1	BAE26312.1, AAH16226.1, BAE40337.1, EDL36602.1, BAE31229.1, NP_663418.1, sp|Q91YP0.1|L2HDH_MOUSE
OG0011692	XP_003488421.2, XP_012239267.1	AAH43073.1, BAB29391.1, XP_030102819.1, EDL18612.1, XP_006516363.1, NP_083151.1, sp|Q9CXE6.1|XRCC3_MOUSE
OG0011693	XP_012239079.1	sp|Q8C3I8.1|HGH1_MOUSE, BAC39539.1, AAH61251.1, BAA95037.1, EDL29562.1, NP_067530.2, XP_006521290.2
OG0011694	XP_012239070.1	NP_031860.1, BAC36824.1, BAC36911.1, AAH03740.1, sp|O35075.1|VP26C_MOUSE, EDL03727.1, BAA23270.1
OG0011695	XP_012238946.1	AAI45742.1, NP_038716.2, EDL23442.1, sp|A6H639.1|DRC5_MOUSE, AAA40406.1
OG0011696	XP_012238804.1	EDL34784.1, NP_001369199.1, XP_006534560.1, sp|Q8R116.2|NOTUM_MOUSE, NP_780472.3, NP_001369198.1, AAH25832.1, XP_011247617.1
OG0011697	XP_012238800.1	EDL26318.1, XP_017168833.1, sp|Q5XJE5.2|LEO1_MOUSE, NP_001034611.1, AAH83358.1, EDL26319.1
OG0011698	XP_012238597.1	EDL21832.1, NP_080846.1, BAB28027.1, sp|Q9CR11.1|YETS4_MOUSE, BAB22396.1, AAH20043.1, BAB27003.1
OG0011699	XP_003487865.1, XP_012238561.1, XP_012238560.1	AAK08652.1, EDL28814.1, AAG42830.1, AAH52149.1, NP_109605.2
OG0011700	XP_012238515.1, XP_012238514.1, XP_012238513.1	AAH27304.1, AAF36500.1, sp|Q9JLV5.1|CUL3_MOUSE, BAC97984.2, NP_057925.1, EDL37987.1
OG0011701	XP_012238506.1, XP_012238505.1, XP_012238504.1, XP_012238507.1, XP_003487883.1	AAH28548.1, BAC33346.1, BAE24141.1, BAC98124.1, BAC27086.1
OG0011702	XP_012237667.1, XP_012237666.1, XP_003487334.1	BAC41192.1, sp|Q8BTG6.1|SPRNG_MOUSE, NP_001074705.1, AAI04374.1, EDL19794.1, AAI04373.1
OG0011703	XP_012237260.1, XP_003487061.1	BAB24969.1, AAH49895.1, BAC38696.1, sp|Q9D958.3|SPCS1_MOUSE, NP_081187.2, EDL24780.1
OG0011704	XP_012237146.1, XP_012237145.1, XP_012237143.1, XP_012237144.1	NP_666039.1, AAH31417.1, sp|Q8K2I1.1|FNTB_MOUSE, EDL39492.1
OG0011705	XP_012236955.1	sp|O88544.1|CSN4_MOUSE, EDL20290.1, NP_036131.1, AAI16801.1, BAB26607.1, AAI16827.1, AAC33901.1, BAE39855.1
OG0011706	XP_012236898.1	EDL23484.1, BAA06735.1, AAI30019.1, BAE20986.1, sp|P52432.3|RPAC1_MOUSE, EDL23483.1, BAE27005.1, NP_033111.2
OG0011708	XP_012236667.1	AAD10341.1, AAA79696.1, EDL36726.1, BAE30547.1, BAE30124.1, NP_035037.2, AAH46754.1, sp|Q9Z1E3.2|IKBA_MOUSE
OG0011709	XP_003486562.2	NP_001351577.1, EDL32058.1, EDL32057.1, AAL11912.1, NP_058560.1, sp|Q9Z2E5.1|ATOH7_MOUSE, AAC68868.1, AAH92234.1
OG0011710	XP_012250253.1	BAB26195.1, BAB28584.1, AAH24628.1, sp|Q9CZ57.1|NSUN4_MOUSE, NP_082418.1, EDL30624.1, NP_001356005.1, NP_001356004.1
OG0011711	XP_012250056.1	EDL22010.1, BAE28972.1, EDL22011.1, BAE26159.1, NP_035499.1, AAD01613.1, AAH70455.1, sp|Q9Z179.1|SHCBP_MOUSE
OG0011712	XP_012250052.1, XP_012250053.1	NP_035209.1, AAA39925.1, AAH55102.1, AAA39926.1, AAB59721.1, sp|P07934.3|PHKG1_MOUSE
OG0011713	XP_012249955.1	EDL06245.1, BAC36902.1, BAB27020.1, BAE26609.1, sp|Q9CWL8.1|CTBL1_MOUSE, BAE26532.1, NP_079956.3, BAC32034.1
OG0011714	XP_003485928.1, XP_012249844.1	EDL21150.1, AAN62792.1, sp|Q91WM3.1|U3IP2_MOUSE, EDL21151.1, AAH14703.1, NP_663595.1, BAC36193.1
OG0011715	XP_012249573.1, XP_003485732.1	XP_030110644.1, AAH27337.1, NP_084521.1, BAE30140.1, EDL39198.1, sp|Q99LM9.1|TADA1_MOUSE, AAH02307.1
OG0011716	XP_012248785.1	sp|Q8R149.1|BUD13_MOUSE, EDL25687.1, BAC34509.1, BAC29716.1, BAE20531.1, NP_666112.1, AAH25490.1
OG0011717	XP_012246660.1	EDL08360.1, AAI41023.1, NP_620392.2, sp|Q64237.2|DOPO_MOUSE, BAE21055.1, AAI71949.1, AAB24330.1
OG0011718	XP_012242658.1	BAE26662.1, BAB30680.1, AAH64776.1, BAC37070.1, BAB26420.1, sp|Q9CPY0.1|MRM2_MOUSE, NP_080786.1, EDL19124.1
OG0011719	XP_003484905.1, XP_012240922.1	EDL25577.1, CAA46553.1, EDL25578.1, sp|P42867.2|GPT_MOUSE, AAH10474.1, NP_031901.2, XP_006510054.1
OG0011720	XP_012238152.1	BAE31279.1, BAB31893.2, EDL04550.1, EDL04548.1, sp|Q9D2C6.2|RPC8_MOUSE, NP_084505.2, AAH10793.1
OG0011721	XP_003484710.2	sp|P00536.3|MOS_MOUSE, NP_064405.2, AAI37691.1, AAI45746.1, AAB59725.1, AAB59724.1, EDL05713.1
OG0011722	XP_003484453.1, XP_012247251.1	BAC31920.1, NP_001334350.1, BAE23895.1, XP_006516163.1, NP_848140.3, EDL02839.1, BAA85182.1, sp|Q9R0I7.2|YLPM1_MOUSE
OG0011723	XP_012245288.1, XP_003484445.1	EDK97965.1, AAI41008.1, BAC33650.1, sp|Q3UGP9.1|LRC58_MOUSE, BAC41134.1, NP_796067.2, BAE28158.1
OG0011724	XP_003493132.1	BAB24607.1, BAB24993.1, NP_613052.1, EDL24247.1, BAE33136.1, EDL24246.1, sp|Q9CRA8.1|EXOS5_MOUSE
OG0011725	XP_003492564.1	AAM28897.1, NP_001159888.2, pdb|6W1S|R, AAH50916.1, sp|Q80YQ2.2|MED23_MOUSE, NP_081623.4, BAC98122.1
OG0011726	XP_003492513.1	EDL32813.1, NP_032059.1, BAA08578.1, sp|Q61239.1|FNTA_MOUSE, BAE31843.1, BAC41179.1, AAH12711.1, BAB27154.1
OG0011727	XP_003492502.1	BAE31164.1, BAE39741.1, BAE35216.1, EDL27274.1, AAH58229.1, NP_081210.2, sp|Q3TIV5.2|ZC3HF_MOUSE, AAH31845.1
OG0011728	XP_003492491.1	EDL33902.1, AAH11195.1, AAF66951.1, EDL33901.1, BAC30390.1, BAB27013.1, sp|Q9JIG7.1|CCD22_MOUSE, NP_613069.3
OG0011729	XP_003492324.1	EDL34828.1, sp|Q9D136.1|OGFD3_MOUSE, BAE26768.1, BAE40241.1, EDL34827.1, BAB23119.1, AAH24349.1, NP_079678.1
OG0011730	XP_003492322.1	XP_036021025.1, XP_006504770.1, EDL19089.1, NP_666369.1, EDL01113.1, XP_006504769.1, sp|Q8R139.1|S29A4_MOUSE, AAH25599.1
OG0011731	XP_003492317.1	NP_613055.2, AAH11313.2, sp|Q78JW9.2|UBFD1_MOUSE, BAB30974.1, XP_006507978.3, XP_006507976.3, XP_006507977.3
OG0011732	XP_003492225.1	NP_034202.1, sp|O70152.1|DPM1_MOUSE, BAA25759.1, BAB23920.1, AAH61151.1, EDL06547.1, BAB23602.1
OG0011733	XP_003492182.1	NP_001355590.1, EDL03192.1, BAE40423.1, sp|P46471.5|PRS7_MOUSE, AAH05462.1, NP_035318.2, BAB23807.1
OG0011734	XP_003492111.1	BAB40858.1, AAH52086.1, BAE41603.1, sp|Q99N91.1|RM34_MOUSE, EDL28922.1, NP_444392.1, AAH56979.1, BAC25562.1
OG0011735	XP_003492108.1	sp|Q9CWX4.1|RUSD4_MOUSE, AAH61256.1, NP_082316.1, EDL25391.1, BAB26852.1, BAE33761.1
