Orthogroup	bombus	finch	fly	mouse
OG0070243				CAD98190.1
OG0070244				CAD98189.1
OG0070245				CAD98188.1
OG0070246				CAD43733.1
OG0070247				CAD92255.1
OG0070248				BAA12972.1
OG0070249				CAB44711.1
OG0070250				BAB12428.1
OG0070251				BAB12427.1
OG0070252				BAC76941.1
OG0070253				BAC24126.1
OG0070254				BAC76685.1
OG0070255				BAC76453.1
OG0070256				BAC76452.1
OG0070257				BAC41479.1
OG0070258				BAC75469.1
OG0070259				CAD86579.1
OG0070260				CAD83764.1
OG0070261				BAB85835.1
OG0070262				BAB85833.1
OG0070263				BAC66209.1
OG0070264				BAC66173.1
OG0070265				CAD79818.1
OG0070266				CAD79817.1
OG0070267				CAD79815.1
OG0070268				CAD79812.1
OG0070269				CAD79811.1
OG0070270				CAD79805.1
OG0070271				CAD79804.1
OG0070272				CAD79803.1
OG0070273				CAD79802.1
OG0070274				CAD79800.1
OG0070275				BAC65860.1
OG0070276				BAC65852.1
OG0070277				BAC65842.1
OG0070278				BAC65810.1
OG0070279				BAC65806.1
OG0070280				BAC65797.1
OG0070281				BAC65785.1
OG0070282				BAC65773.1
OG0070283				BAC65761.1
OG0070284				BAC65756.1
OG0070285				BAC65742.1
OG0070286				BAC65741.1
OG0070287				BAC65735.1
OG0070288				BAC65721.1
OG0070289				BAC65703.1
OG0070290				BAC65680.1
OG0070291				BAC65637.1
OG0070292				BAC65629.1
OG0070293				BAC65612.1
OG0070294				BAC65599.1
OG0070295				BAC65586.1
OG0070296				BAC65583.1
OG0070297				BAC65571.1
OG0070298				BAC65560.1
OG0070299				BAC65559.1
OG0070300				BAC65546.1
OG0070301				BAC65531.1
OG0070302				BAC65517.1
OG0070303				BAC65492.1
OG0070304				BAC65487.1
OG0070305				BAC65483.1
OG0070306				BAC65481.1
OG0070307				BAC65348.1
OG0070308				BAC65327.1
OG0070309				BAA11115.2
OG0070310				BAC57951.1
OG0070311				CAD67740.1
OG0070312				CAB44238.1
OG0070313				CAD67529.1
OG0070314				BAC41433.2
OG0070315				BAB55652.1
OG0070316				BAC41464.1
OG0070317				BAC41459.1
OG0070318				BAC41458.1
OG0070319				BAC41450.1
OG0070320				BAC41444.1
OG0070321				BAC41423.1
OG0070322				BAC41415.1
OG0070323				BAC41399.1
OG0070324				BAC15572.1
OG0070325				BAA11319.1
OG0070326				BAA09618.1
OG0070327				BAA06612.1
OG0070328				BAA06185.1
OG0070329				BAA02147.1
OG0070330				BAA02088.1
OG0070331				BAA02055.1
OG0070332				BAA02050.1
OG0070333				BAA06267.1
OG0070334				BAA03004.1
OG0070335				BAA03005.1
OG0070336				BAA03003.1
OG0070337				BAA03954.1
OG0070338				BAA03795.1
OG0070339				BAA08119.1
OG0070340				BAA09130.1
OG0070341				BAA09297.1
OG0070342				BAA08660.1
OG0070343				BAA20999.1
OG0070344				BAA04028.1
OG0070345				BAA04027.1
OG0070346				BAC53802.1
OG0070347				BAC53791.1
OG0070348				BAC53890.1
OG0070349				CAC82593.1
OG0070350				CAC82103.1
OG0070351				CAD37884.1
OG0070352				BAA82838.1
OG0070353				BAA74760.1
OG0070354				BAB85120.1
OG0070355				BAC41365.1
OG0070356				CAD57248.1
OG0070357				BAB32788.1
OG0070358				CAD37890.1
OG0070359				CAD37883.1
OG0070360				CAC34382.1
OG0070361				BAC20218.1
OG0070362				BAC20217.1
OG0070363				CAD48613.1
OG0070364				CAD37882.1
OG0070365				CAD37871.1
OG0070366				CAD37862.1
OG0070367				CAD37861.1
OG0070368				CAD37860.1
OG0070369				CAD37859.1
OG0070370				CAD37857.1
OG0070371				CAD37831.1
OG0070372				CAD37829.1
OG0070373				BAB86939.1
OG0070374				CAC14199.1
OG0070375				CAC14198.1
OG0070376				CAC14197.1
OG0070377				CAC14196.1
OG0070378				CAC14194.1
OG0070379				CAC14192.1
OG0070380				CAC14191.1
OG0070381				CAC14190.1
OG0070382				CAC14189.1
OG0070383				CAC14188.1
OG0070384				CAC14187.1
OG0070385				CAC14186.1
OG0070386				CAC14185.1
OG0070387				CAC14184.1
OG0070388				CAC14183.1
OG0070389				CAC14182.1
OG0070390				CAC14181.1
OG0070391				CAC14180.1
OG0070392				CAC14179.1
OG0070393				CAB96781.1
OG0070394				CAB96780.1
OG0070395				CAB96779.1
OG0070396				CAB96778.1
OG0070397				CAB96777.1
OG0070398				CAB96776.1
OG0070399				CAB96775.1
OG0070400				CAB96773.1
OG0070401				CAB96772.1
OG0070402				CAB96771.1
OG0070403				CAD43712.1
OG0070404				CAD43711.1
OG0070405				CAD43710.1
OG0070406				CAD43709.1
OG0070407				CAD37894.1
OG0070408				CAD37881.1
OG0070409				CAD37880.1
OG0070410				CAD37879.1
OG0070411				CAD37878.1
OG0070412				CAD37877.1
OG0070413				CAD37876.1
OG0070414				CAD37875.1
OG0070415				CAD37874.1
OG0070416				CAD37873.1
OG0070417				CAD37872.1
OG0070418				CAD37870.1
OG0070419				CAD37869.1
OG0070420				CAD37868.1
OG0070421				CAD37867.1
OG0070422				CAD37866.1
OG0070423				CAD37865.1
OG0070424				CAD37864.1
OG0070425				CAD37863.1
OG0070426				CAD37858.1
OG0070427				CAD37852.1
OG0070428				CAD37851.1
OG0070429				CAD37850.1
OG0070430				CAD37849.1
OG0070431				CAD37847.1
OG0070432				CAD37846.1
OG0070433				CAD37841.1
OG0070434				CAD37840.1
OG0070435				CAD37835.1
OG0070436				CAD37834.1
OG0070437				CAD37833.1
OG0070438				CAD37832.1
OG0070439				CAD37830.1
OG0070440				CAD37828.1
OG0070441				CAD37827.1
OG0070442				CAD37826.1
OG0070443				CAD37825.1
OG0070444				BAA05083.1
OG0070445				BAC00919.1
OG0070446				BAA34298.1
OG0070447				CAD38092.1
OG0070448				BAB78397.1
OG0070449				BAA86229.1
OG0070450				CAD36125.1
OG0070451				CAD36073.1
OG0070452				CAD35202.1
OG0070453				CAD35193.1
OG0070454				CAD34635.1
OG0070455				CAD33951.1
OG0070456				BAA09647.1
OG0070457				CAC84570.1
OG0070458				BAB86914.1
OG0070459				BAA88247.1
OG0070460				CAC85665.1
OG0070461				BAB86943.1
OG0070462				BAB87831.1
OG0070463				BAA34969.1
OG0070464				BAA34968.1
OG0070465				BAA34967.1
OG0070466				BAA34966.1
OG0070467				BAA34965.1
OG0070468				BAA34964.1
OG0070469				BAA34963.1
OG0070470				BAA34962.1
OG0070471				BAA34961.1
OG0070472				BAA34960.1
OG0070473				BAA34959.1
OG0070474				BAA23981.1
OG0070475				BAA23980.1
OG0070476				BAA23979.1
OG0070477				BAA23978.1
OG0070478				BAA23977.1
OG0070479				BAA23976.1
OG0070480				BAA23973.1
OG0070481				BAA23971.1
OG0070482				BAA23970.1
OG0070483				BAA23969.1
OG0070484				BAA23968.1
OG0070485				BAA23965.1
OG0070486				BAA23964.1
OG0070487				BAA23963.1
OG0070488				BAA23961.1
OG0070489				BAA23960.1
OG0070490				BAA23959.1
OG0070491				BAA23958.1
OG0070492				BAA23957.1
OG0070493				BAA23956.1
OG0070494				BAA23955.1
OG0070495				BAA23953.1
OG0070496				BAA23952.1
OG0070497				BAA23951.1
OG0070498				BAA23950.1
OG0070499				BAA23949.1
OG0070500				BAA23947.1
OG0070501				BAA23945.1
OG0070502				BAA23944.1
OG0070503				BAA23943.1
OG0070504				BAA23942.1
OG0070505				BAA23941.1
OG0070506				BAA23940.1
OG0070507				BAA23938.1
OG0070508				BAA23937.1
OG0070509				BAA23935.1
OG0070510				BAA23934.1
OG0070511				BAA23933.1
OG0070512				BAA23932.1
OG0070513				BAA23931.1
OG0070514				BAA23930.1
OG0070515				BAA23929.1
OG0070516				BAA23928.1
OG0070517				BAA23927.1
OG0070518				BAA23926.1
OG0070519				BAA23925.1
OG0070520				BAA23924.1
OG0070521				BAA23923.1
OG0070522				BAA23921.1
OG0070523				BAA23919.1
OG0070524				BAA23918.1
OG0070525				BAA23917.1
OG0070526				BAA23916.1
OG0070527				BAA23915.1
OG0070528				BAA23914.1
OG0070529				BAA23913.1
OG0070530				BAA23912.1
OG0070531				BAA23911.1
OG0070532				BAA23910.1
OG0070533				BAA23909.1
OG0070534				BAA23908.1
OG0070535				BAA23907.1
OG0070536				BAA23906.1
OG0070537				BAA23904.1
OG0070538				BAA23903.1
OG0070539				BAA23902.1
OG0070540				BAA23901.1
OG0070541				BAA23900.1
OG0070542				BAA23899.1
OG0070543				BAA23898.1
OG0070544				BAA23897.1
OG0070545				BAA23896.1
OG0070546				BAA23895.1
OG0070547				BAA23894.1
OG0070548				BAA23892.1
OG0070549				BAA23889.1
OG0070550				BAA23888.1
OG0070551				BAA23887.1
OG0070552				BAA23886.1
OG0070553				BAB86302.1
OG0070554				BAB19816.1
OG0070555				BAB85650.1
OG0070556				BAB61731.1
OG0070557				CAD23809.1
OG0070558				CAD23808.1
OG0070559				BAB71996.1
OG0070560				BAB84081.1
OG0070561				BAA13439.1
OG0070562				BAB79447.1
OG0070563				BAB79292.1
OG0070564				CAD10229.1
OG0070565				CAD10226.1
OG0070566				CAD13062.1
OG0070567				BAB72180.1
OG0070568				BAB72095.1
OG0070569				BAA13518.1
OG0070570				BAA13517.1
OG0070571				BAA05081.1
OG0070572				CAD10542.1
OG0070573				BAB70479.1
OG0070574				BAB70478.1
OG0070575				BAB70477.1
OG0070576				CAC94909.1
OG0070577				BAB69948.1
OG0070578				BAB69859.1
OG0070579				BAB39748.1
OG0070580				CAC60154.1
OG0070581				BAB41004.1
OG0070582				BAB40451.2
OG0070583				CAC51130.1
OG0070584				CAC51125.1
OG0070585				CAC03618.1
OG0070586				BAB62148.1
OG0070587				BAB61894.1
OG0070588				CAC42929.1
OG0070589				CAC42928.1
OG0070590				CAC42927.1
OG0070591				CAC42926.1
OG0070592				CAC42925.1
OG0070593				CAC42924.1
OG0070594				BAB32492.1
OG0070595				CAC38357.1
OG0070596				BAB60814.1
OG0070597				BAA86986.2
OG0070598				BAA86985.2
OG0070599				BAA93620.1
OG0070600				BAB18771.1
OG0070601				BAB18770.1
OG0070602				BAA83086.1
OG0070603				CAC33101.1
OG0070604				CAC33100.1
OG0070605				CAC33099.1
OG0070606				BAB18517.1
OG0070607				BAB12244.1
OG0070608				BAB21596.1
OG0070609				CAC24898.1
OG0070610				CAC24897.1
OG0070611				CAC24896.1
OG0070612				CAC24895.1
OG0070613				CAC24894.1
OG0070614				CAC24893.1
OG0070615				CAC24892.1
OG0070616				BAB20796.1
OG0070617				BAB20795.1
OG0070618				BAA07457.1
OG0070619				BAB18908.1
OG0070620				BAB18654.1
OG0070621				BAB17661.1
OG0070622				CAC10447.2
OG0070623				BAB12005.1
OG0070624				CAC09376.1
OG0070625				CAC09375.1
OG0070626				CAB85614.1
OG0070627				CAC09309.1
OG0070628				CAC09308.1
OG0070629				CAC09307.1
OG0070630				CAC09306.1
OG0070631				CAC09304.1
OG0070632				CAC08505.1
OG0070633				CAC08503.1
OG0070634				CAC08502.1
OG0070635				CAC08501.1
OG0070636				BAB13509.1
OG0070637				CAB81556.1
OG0070638				CAC07531.1
OG0070639				CAC07530.1
OG0070640				CAC07529.1
OG0070641				BAB12574.1
OG0070642				CAA72638.1
OG0070643				BAA97576.1
OG0070644				CAA47622.1
OG0070645				BAB11685.1
OG0070646				BAB08105.1
OG0070647				BAB03507.1
OG0070648				BAB03270.1
OG0070649				BAB00637.1
OG0070650				CAB96788.1
OG0070651				CAB96787.1
OG0070652				CAB96786.1
OG0070653				CAB96785.1
OG0070654				CAB96783.1
OG0070655				CAB96782.1
OG0070656				BAA96656.1
OG0070657				CAB93344.1
OG0070658				BAA88107.2
OG0070659				CAB90216.1
OG0070660				CAB41618.1
OG0070661				BAA83756.1
OG0070662				BAA82406.1
OG0070663				BAA76592.1
OG0070664				BAA74727.1
OG0070665				BAA01081.1
OG0070666				BAA28851.1
OG0070667				BAA25752.1
OG0070668				BAA25688.1
OG0070669				BAA25091.1
OG0070670				BAA25075.1
OG0070671				BAA24490.1
OG0070672				BAA01461.1
OG0070673				BAA13190.1
OG0070674				BAA92766.1
OG0070675				BAA92761.1
OG0070676				BAA92831.1
OG0070677				BAA92432.1
OG0070678				BAA92154.1
OG0070679				BAA89292.1
OG0070680				CAB69427.1
OG0070681				BAA88305.1
OG0070682				BAA75518.1
OG0070683				BAA88082.1
OG0070684				BAA87926.1
OG0070685				BAA88064.1
OG0070686				BAA87036.1
OG0070687				BAA35093.1
OG0070688				BAA35092.1
OG0070689				CAB46283.1
OG0070690				BAA85877.1
OG0070691				BAA81898.1
OG0070692				BAA76414.1
OG0070693				CAB57455.1
OG0070694				BAA76933.1
OG0070695				BAA82966.1
OG0070696				BAA85187.1
OG0070697				BAA85159.1
OG0070698				BAA77357.1
OG0070699				BAA77356.1
OG0070700				BAA77355.1
OG0070701				BAA77354.1
OG0070702				BAA77353.1
OG0070703				CAB53633.1
OG0070704				CAB53631.1
OG0070705				CAB53630.1
OG0070706				CAB53629.1
OG0070707				CAB53627.1
OG0070708				CAB53626.1
OG0070709				CAB53625.1
OG0070710				CAB53623.1
OG0070711				CAB53622.1
OG0070712				CAB53621.1
OG0070713				CAB53619.1
OG0070714				CAB53617.1
OG0070715				CAB53616.1
OG0070716				CAB53615.1
OG0070717				CAB53614.1
OG0070718				CAB53613.1
OG0070719				CAB53612.1
OG0070720				CAB53611.1
OG0070721				CAB53610.1
OG0070722				CAB53609.1
OG0070723				CAB53608.1
OG0070724				CAB53607.1
OG0070725				CAB53606.1
OG0070726				CAB53605.1
OG0070727				CAB53604.1
OG0070728				CAB53603.1
OG0070729				CAB53602.1
OG0070730				CAB53600.1
OG0070731				CAB53598.1
OG0070732				CAB53597.1
OG0070733				CAB53596.1
OG0070734				CAB53595.1
OG0070735				CAB53594.1
OG0070736				CAB53593.1
OG0070737				CAB53592.1
OG0070738				CAB53591.1
OG0070739				CAB53590.1
OG0070740				CAB53589.1
OG0070741				CAB53588.1
OG0070742				CAB53587.1
OG0070743				CAB53583.1
OG0070744				CAB53582.1
OG0070745				BAA24029.1
OG0070746				CAA44353.1
OG0070747				BAA81879.1
OG0070748				BAA81873.1
OG0070749				BAA00448.1
OG0070750				BAA00447.1
OG0070751				CAB45189.1
OG0070752				BAA19795.1
OG0070753				BAA19691.1
OG0070754				BAA19690.1
OG0070755				BAA77721.1
OG0070756				BAA77720.1
OG0070757				BAA77719.1
OG0070758				BAA77718.1
OG0070759				BAA77363.1
OG0070760				BAA77359.1
OG0070761				BAA21746.2
OG0070762				BAA75690.1
OG0070763				BAA75671.1
OG0070764				BAA75243.1
OG0070765				CAA10776.1
OG0070766				BAA25128.1
OG0070767				BAA25677.1
OG0070768				BAA37122.1
OG0070769				BAA36408.1
OG0070770				BAA33770.1
OG0070771				CAA73526.1
OG0070772				CAA73525.1
OG0070773				CAA73524.1
OG0070774				CAA73523.1
OG0070775				CAA73522.1
OG0070776				CAA73521.1
OG0070777				CAA73520.1
OG0070778				CAA73519.1
OG0070779				CAA73518.1
OG0070780				CAA73517.1
OG0070781				CAA73516.1
OG0070782				CAA73515.1
OG0070783				CAA63820.1
OG0070784				CAA41164.1
OG0070785				CAA47051.1
OG0070786				CAA50725.1
OG0070787				CAA31521.1
OG0070788				CAA31520.1
OG0070789				CAA42509.1
OG0070790				CAA65505.1
OG0070791				CAA50727.1
OG0070792				CAA57526.1
OG0070793				CAA54289.1
OG0070794				CAA76637.1
OG0070795				CAA33148.1
OG0070796				CAA56626.1
OG0070797				CAA56624.1
OG0070798				CAA56629.1
OG0070799				CAA56625.1
OG0070800				CAA56623.1
OG0070801				BAA13566.1
OG0070802				BAA34354.1
OG0070803				CAA07429.1
OG0070804				BAA01278.1
OG0070805				BAA33545.1
OG0070806				CAA09489.1
OG0070807				BAA33433.1
OG0070808				BAA33432.1
OG0070809				BAA33431.1
OG0070810				BAA33430.1
OG0070811				BAA28767.1
OG0070812				BAA28765.1
OG0070813				BAA32801.1
OG0070814				CAA07259.1
OG0070815				BAA32559.1
OG0070816				BAA32329.1
OG0070817				BAA32527.1
OG0070818				BAA32526.1
OG0070819				BAA32522.1
OG0070820				BAA31388.1
OG0070821				BAA31989.1
OG0070822				BAA22655.1
OG0070823				BAA31275.1
OG0070824				BAA31274.1
OG0070825				BAA31147.1
OG0070826				BAA29032.1
OG0070827				BAA25018.1
OG0070828				BAA24291.1
OG0070829				BAA20400.1
OG0070830				CAA67682.1
OG0070831				BAA24034.1
OG0070832				BAA23642.1
OG0070833				BAA22893.1
OG0070834				BAA22395.1
OG0070835				BAA22393.1
OG0070836				BAA22392.1
OG0070837				CAA66188.1
OG0070838				CAA66184.1
OG0070839				BAA21888.1
OG0070840				CAA67768.1
OG0070841				CAA72498.1
OG0070842				CAA72497.1
OG0070843				CAA72496.1
OG0070844				CAA72495.1
OG0070845				CAA72494.1
OG0070846				CAA67097.1
OG0070847				CAA67096.1
OG0070848				BAA12205.1
OG0070849				BAA13451.1
OG0070850				BAA13491.1
OG0070851				BAA13422.1
OG0070852				BAA13421.1
OG0070853				BAA13044.1
OG0070854				CAA62496.1
OG0070855				BAA19479.1
OG0070856				CAA70300.1
OG0070857				CAA47795.1
OG0070858				CAA47798.1
OG0070859				CAA47797.1
OG0070860				CAA47796.1
OG0070861				CAA47793.1
OG0070862				CAA47792.1
OG0070863				CAA47791.1
OG0070864				CAA47790.1
OG0070865				CAA47789.1
OG0070866				CAA47788.1
OG0070867				CAA47803.1
OG0070868				CAA47802.1
OG0070869				CAA47801.1
OG0070870				CAA47799.1
OG0070871				CAA47794.1
OG0070872				CAA59013.1
OG0070873				CAA59014.1
OG0070874				CAA56665.1
OG0070875				CAA64322.1
OG0070876				CAA83246.1
OG0070877				CAA69169.1
OG0070878				CAA66644.1
OG0070879				CAA66643.1
OG0070880				CAA66642.1
OG0070881				CAA90889.1
OG0070882				CAA69720.1
OG0070883				prf||0807253A
OG0070884				prf||0509096A
OG0070885				prf||0409335A
OG0070886				prf||2211316A
OG0070887				prf||2210341A
OG0070888				prf||2208394B
OG0070889				prf||2202260A
OG0070890				prf||2201425A
OG0070891				prf||2122208B
OG0070892				prf||2118208A
OG0070893				prf||2115223A
OG0070894				prf||2112362B
OG0070895				prf||2111412A
OG0070896				prf||2108400A
OG0070897				prf||2107334A
OG0070898				prf||2106381A
OG0070899				prf||2106147A
OG0070900				prf||2105185A
OG0070901				prf||2104382B
OG0070902				prf||2104382A
OG0070903				prf||2104210A
OG0070904				prf||2103328A
OG0070905				prf||2022315A
OG0070906				prf||2022314A
OG0070907				prf||2018161A
OG0070908				prf||2013228A
OG0070909				prf||1923398A
OG0070910				prf||1920220A
OG0070911				prf||1908387C
OG0070912				prf||690944A
OG0070913				prf||681070B
OG0070914				prf||681070A
OG0070915				prf||671053A
OG0070916				prf||1814462A
OG0070917				prf||1805147A
OG0070918				prf||1714374A
OG0070919				prf||1713233A
OG0070920				prf||1708174A
OG0070921				prf||1705218C
OG0070922				prf||1701299A
OG0070923				prf||1617164A
OG0070924				prf||1617121B
OG0070925				prf||1617121A
OG0070926				prf||1617117A
OG0070927				prf||1607333A
OG0070928				prf||1605130A
OG0070929				prf||1602253A
OG0070930				prf||1602247A
OG0070931				prf||1516349A
OG0070932				prf||2211361A
OG0070933				prf||2205339A
OG0070934				prf||2204386A
OG0070935				prf||2204226A
OG0070936				prf||2204198A
OG0070937				prf||2119189A
OG0070938				prf||2117293A
OG0070939				prf||1512311A
OG0070940				prf||1405340A
OG0070941				prf||1304282A
OG0070942				prf||1202297A
OG0070943				prf||1110238A
OG0070944				prf||1101275A
OG0070945				prf||1011444D
OG0070946				prf||1011444C
OG0070947				prf||0904307A
OG0070948				prf||0812199A
OG0070949				prf||0806162F
OG0070950				prf||0806162E
OG0070951				prf||0806162D
OG0070952				prf||0806162C
OG0070953				prf||0806162B
OG0070954				CAA66670.1
OG0070955				CAA68957.1
OG0070956				CAA68950.1
OG0070957				CAA64523.1
OG0070958				CAA68846.1
OG0070959				CAA40925.1
OG0070960				CAA34329.1
OG0070961				CAA34339.1
OG0070962				CAA61748.1
OG0070963				CAA83236.1
OG0070964				CAA46625.1
OG0070965				CAA43258.1
OG0070966				CAA41028.1
OG0070967				CAA26550.1
OG0070968				CAA46991.1
OG0070969				CAA34426.1
OG0070970				CAA01895.1
OG0070971				CAA62230.1
OG0070972				CAA90150.1
OG0070973				CAA30803.1
OG0070974				CAA24166.1
OG0070975				CAA24165.1
OG0070976				CAA47800.1
OG0070977				CAA34425.1
OG0070978				CAA26695.1
OG0070979				CAA26694.1
OG0070980				CAA26693.1
OG0070981				CAA24187.1
OG0070982				CAA57797.1
OG0070983				CAA50643.1
OG0070984				CAA55589.1
OG0070985				CAA54294.1
OG0070986				CAA83237.1
OG0070987				CAA83235.1
OG0070988				CAA51771.1
OG0070989				CAA41029.1
OG0070990				CAA43239.1
OG0070991				CAA36033.1
OG0070992				CAA39601.1
OG0070993				CAA31296.1
OG0070994				CAA43255.1
OG0070995				CAA68263.1
OG0070996				CAA40518.1
OG0070997				CAA40520.1
OG0070998				CAA43438.1
OG0070999				CAA43231.1
OG0071000				CAA28449.1
OG0071001				CAA35501.1
OG0071002				CAA36261.1
OG0071003				CAA43241.1
OG0071004				CAA43714.1
OG0071005				CAA31404.1
OG0071006				CAA34512.1
