Orthogroup	finch	fly
OG0009764	XP_012424151.1, XP_030143723.1	tr|Q9VNB7|Q9VNB7_DROME
OG0009765	XP_030138818.1	sp|Q9VM51|MME1_DROME, sp|Q9VQG4|COLT_DROME
OG0009766	XP_030116031.3	tr|M9PE54|M9PE54_DROME, tr|Q9VJH7|Q9VJH7_DROME, tr|Q9VQB4|Q9VQB4_DROME
OG0009767	XP_030128063.1	sp|Q95RA8|MOB1_DROME
OG0009768	XP_030112061.3, XP_030112062.3	sp|Q7K0P4|PGAP3_DROME
OG0009770	XP_041576296.1, XP_030145033.3	tr|Q9VGI1|Q9VGI1_DROME
OG0009771	XP_030126205.1	tr|Q9VAQ0|Q9VAQ0_DROME
OG0009772	XP_032600598.1, XP_032600600.1, XP_032600599.1, XP_002186648.4	tr|Q8IR23|Q8IR23_DROME
OG0009773	XP_041567247.1	sp|Q9V9A7|MCCB_DROME
OG0009774	XP_030112924.3, XP_030112925.3, XP_030112927.1, XP_030112926.3	sp|Q9VKJ1|MPND_DROME
OG0009776	XP_030130177.3	sp|Q9W261|RTF1_DROME, tr|Q9V3X3|Q9V3X3_DROME
OG0009777	XP_012434035.2	sp|A1YK02|NUP75_DROME
OG0009778	ACH44560.1, ACH44557.1, ACH44558.1, ACH44559.1, NP_001232304.1, XP_030145486.1	tr|Q9W2K2|Q9W2K2_DROME
OG0009779	XP_030125761.3	sp|Q9XYU1|MCM3_DROME
OG0009780	XP_041571991.1, XP_030128154.3	sp|Q961G1|COG3_DROME
OG0009781	XP_030141769.3	tr|Q8SY39|Q8SY39_DROME
OG0009783	XP_012429614.1	tr|Q9VF82|Q9VF82_DROME
OG0009784	XP_030124181.1, XP_030131102.3	sp|P20227|TBP_DROME
OG0009785	XP_030127304.3	tr|Q9VBP0|Q9VBP0_DROME
OG0009786	XP_030142442.3, XP_030142441.3, XP_032607315.2	tr|Q9VWL0|Q9VWL0_DROME, tr|M9PI06|M9PI06_DROME, tr|Q9VGD7|Q9VGD7_DROME, tr|Q9VGD9|Q9VGD9_DROME, tr|Q8T4B6|Q8T4B6_DROME, sp|Q9VZA4|BND7A_DROME
OG0009787	XP_030122436.1	sp|O77410|EIF3E_DROME
OG0009788	XP_030114642.3	tr|Q9VJD4|Q9VJD4_DROME
OG0009789	XP_030147363.3, XP_030147366.3	sp|O01939|MST_DROME
OG0009790	XP_030134754.1	sp|Q7K3D8|DMAP1_DROME
OG0009791	XP_030113830.1, XP_030113829.3	sp|P28518|XPA_DROME
OG0009792	XP_030131132.1	tr|Q9VTQ9|Q9VTQ9_DROME, tr|Q9W414|Q9W414_DROME
OG0009793	XP_004176945.1, XP_002198608.1	sp|Q94899|CSN2_DROME
OG0009794	XP_030119149.1, XP_030119150.1, XP_030119147.1, XP_030119148.1	tr|Q9VQE0|Q9VQE0_DROME
OG0009795	XP_030130860.1	sp|P37276|DYHC_DROME
OG0009796	ACH44295.1, ACH44293.1, ACH44292.1, ACH46411.1, NP_001232096.1, ACH44294.1	sp|Q9VEA5|RPB4_DROME
OG0009797	XP_030145735.3	tr|Q7KTP7|Q7KTP7_DROME
OG0009798	XP_041568952.1	tr|Q95RI2|Q95RI2_DROME
OG0009799	XP_002193002.3, XP_041571158.1, XP_041571157.1	tr|Q9VF77|Q9VF77_DROME
OG0009800	XP_002194424.2	tr|Q9W481|Q9W481_DROME
OG0009801	XP_041573760.1, XP_002192730.1	tr|Q9VCN6|Q9VCN6_DROME
OG0009803	XP_041575474.1	sp|Q9VN41|SLX1_DROME
OG0009804	XP_002190799.3	tr|Q9VHE0|Q9VHE0_DROME, tr|Q9VFS9|Q9VFS9_DROME
OG0009805	XP_041576566.1	tr|Q9VWP1|Q9VWP1_DROME
OG0009806	XP_030134375.3	sp|Q8MR62|VIAF1_DROME
OG0009807	XP_030141215.3	tr|Q9VVS5|Q9VVS5_DROME
OG0009808	XP_030141908.3, XP_030141907.3	tr|Q7PLL6|Q7PLL6_DROME
OG0009809	ACH45422.1, ACH45423.1, NP_001232048.1	sp|Q9VGP0|DTD_DROME
OG0009810	XP_030136172.3	sp|Q9W590|LSG1_DROME
OG0009811	XP_012428471.1, ACH43695.1, NP_001232206.1, XP_002193246.2, XP_030126935.1	tr|Q9VCT9|Q9VCT9_DROME
OG0009812	XP_030116391.1	tr|Q9W2E3|Q9W2E3_DROME
OG0009813	XP_030143661.3	tr|Q9XYR0|Q9XYR0_DROME
OG0009814	NP_001232039.1, ACH45573.1, ACH45572.1	sp|Q9VJE4|RPB11_DROME
OG0009815	XP_030123383.3, XP_002187688.3	tr|Q4QQ93|Q4QQ93_DROME
OG0009816	XP_030138418.3	tr|Q9W2Y4|Q9W2Y4_DROME
OG0009817	XP_041568835.1	sp|Q8IPJ3|LUBEL_DROME
OG0009818	XP_030139255.3	tr|Q8IP91|Q8IP91_DROME
OG0009819	XP_002188737.1	tr|Q9V3R3|Q9V3R3_DROME
OG0009820	XP_041570601.1	tr|Q9I7Q9|Q9I7Q9_DROME
OG0009821	XP_030131928.3	tr|Q9VPM0|Q9VPM0_DROME
OG0009822	XP_041570076.1	tr|Q9W247|Q9W247_DROME
OG0009823	XP_041570075.1	tr|Q9VK19|Q9VK19_DROME
OG0009824	XP_030121478.1, XP_030121477.1	tr|Q9VUJ2|Q9VUJ2_DROME
OG0009827	XP_030118884.3	tr|Q9VTN9|Q9VTN9_DROME
OG0009828	XP_002197582.2	sp|Q9VQ89|MIO_DROME
OG0009829	XP_030138153.3, XP_030138152.3, XP_002187731.3	sp|Q9UAS6|CMTR2_DROME
OG0009830	XP_030122314.1, XP_030144393.1	sp|P49415|SDC_DROME
OG0009831	XP_030125024.3, XP_030125023.3	sp|P10035|HMH2_DROME
OG0009832	XP_030122183.1, XP_002199177.4	sp|Q9VLS9|LACB2_DROME
OG0009834	XP_041575375.1, XP_041575374.1, XP_041575373.1	tr|Q24171|Q24171_DROME
OG0009835	XP_030113443.3, XP_030113441.3, XP_030113444.3	sp|Q9W058|SCOT_DROME
OG0009836	XP_002195705.2, XP_030145356.1, XP_030145357.1	tr|Q7K0W1|Q7K0W1_DROME
OG0009837	XP_030117427.1	sp|Q24583|VATF1_DROME
OG0009838	XP_002198570.6	tr|Q9VQZ7|Q9VQZ7_DROME
OG0009839	XP_002193753.1	sp|Q9VT41|INT7_DROME
OG0009840	XP_030131101.3	tr|Q9VAP6|Q9VAP6_DROME
OG0009841	XP_012433578.1	tr|Q8SYM5|Q8SYM5_DROME
OG0009842	XP_030126375.1, XP_002186919.1	sp|Q8MS27|RM35_DROME
OG0009843	NP_001232710.1, ACH44939.1, XP_030111758.3, XP_030111757.3	tr|Q9VA54|Q9VA54_DROME, sp|O18413|PRS8_DROME
OG0009844	XP_030147426.3, XP_032600539.1, XP_002193136.1, AAW47636.1	sp|Q9VQ93|GOLP3_DROME
OG0009845	XP_030123493.1	sp|Q95RI5|FAXC_DROME
OG0009846	XP_032602018.1, XP_032602017.1	sp|Q9VZL6|LTOR4_DROME
OG0009847	XP_002188735.1, XP_041571007.1	tr|Q5JZZ4|Q5JZZ4_DROME, tr|A8JNR0|A8JNR0_DROME
OG0009848	XP_030130987.3, XP_030130988.3, XP_002200626.4	tr|F3YD80|F3YD80_DROME, tr|Q9VB64|Q9VB64_DROME
OG0009849	NP_001232745.1, XP_030112372.1, ACH43620.1	tr|Q7JZF5|Q7JZF5_DROME
OG0009850	XP_012426261.3	tr|Q9VNH5|Q9VNH5_DROME
OG0009851	XP_002198944.3, XP_012427837.3, XP_030124691.3, XP_030124690.3	tr|Q9VJ73|Q9VJ73_DROME
OG0009852	XP_032605762.1, XP_030134823.1, XP_030134824.1	tr|Q9W235|Q9W235_DROME
OG0009853	XP_030141418.1, XP_030141414.1, XP_030141415.1	sp|Q9W1F4|THOC5_DROME
OG0009854	XP_002191785.6, XP_030142991.3	sp|Q9V7P1|UTP18_DROME
OG0009855	XP_030139677.1, XP_030139678.1	sp|Q9VXN4|SYRC_DROME
OG0009857	XP_002190126.1, XP_030146198.1, XP_032602224.2	tr|Q9VPH4|Q9VPH4_DROME
OG0009858	ACH43917.1, NP_001232483.1	tr|A8JNI3|A8JNI3_DROME
OG0009859	XP_041567671.1, XP_041567670.1	sp|Q9W4X7|EI3G1_DROME, sp|Q9VDM6|EI3G2_DROME
OG0009860	XP_030140884.1	tr|Q9VZL5|Q9VZL5_DROME
OG0009862	XP_030116456.3	tr|Q9VA82|Q9VA82_DROME
OG0009863	XP_041577067.1, XP_041577066.1, XP_030147236.3	tr|Q86BI8|Q86BI8_DROME
OG0009864	XP_030140499.1	tr|A1Z6L9|A1Z6L9_DROME
OG0009865	XP_004175169.4	tr|Q9VUY4|Q9VUY4_DROME
OG0009866	XP_012433085.1	sp|Q8MRQ4|LMBD2_DROME
OG0009867	XP_002193774.1	tr|Q9VLK0|Q9VLK0_DROME
OG0009868	XP_030130518.1	tr|Q9W3S3|Q9W3S3_DROME
OG0009869	XP_002190790.5, XP_030124418.3	sp|Q9W3E1|INT4_DROME
OG0009870	XP_002188561.3	tr|Q9VIM0|Q9VIM0_DROME
OG0009871	XP_002189537.3	sp|Q24338|ESC_DROME, tr|Q9VKD5|Q9VKD5_DROME
OG0009872	XP_030141931.1, XP_030141932.1, XP_030141933.1	tr|Q7KSQ0|Q7KSQ0_DROME
OG0009873	XP_032604410.1	tr|Q9W3F4|Q9W3F4_DROME
OG0009874	XP_030129853.3	sp|Q9VLQ1|ALG5_DROME
OG0009875	XP_041573624.1, XP_041573623.1, XP_041573622.1, XP_002190248.4	tr|Q9W0X3|Q9W0X3_DROME
OG0009876	XP_041568454.1	sp|Q8MSU4|SYMPK_DROME
OG0009877	XP_030141524.3	tr|Q7K2V9|Q7K2V9_DROME
OG0009878	XP_030143377.3	sp|P48591|RIR1_DROME
OG0009879	ACH44000.1, ACH43999.1, ACH43998.1, NP_001232527.1, NP_001232777.1, XP_030140219.1	tr|O97454|O97454_DROME
OG0009880	XP_002189009.4, XP_030136019.3, XP_030136018.3	tr|Q9VTZ5|Q9VTZ5_DROME
OG0009881	XP_030121362.1	tr|Q9VVS6|Q9VVS6_DROME
OG0009882	XP_030112751.1	tr|A2VEK1|A2VEK1_DROME
OG0009883	ACH43837.1, NP_001232365.1, XP_041569069.1, ACH43836.1	sp|Q9V5P6|NOP10_DROME
OG0009884	NP_001185785.1	sp|Q8T0B1|NEPR1_DROME
OG0009885	ACH43797.1, NP_001232033.1, ACH43798.1	tr|Q9VPX8|Q9VPX8_DROME
OG0009886	XP_030145799.1, XP_002189745.1	tr|Q7K3J0|Q7K3J0_DROME
OG0009887	XP_030140718.3, XP_002188802.6	sp|Q9Y140|DHRS7_DROME
OG0009888	XP_030137864.1, XP_030137866.1	tr|Q9VY15|Q9VY15_DROME
OG0009889	XP_041576960.1, XP_030147303.3	sp|Q9VKM6|VPS72_DROME
OG0009890	XP_030145815.1	tr|Q9W3M8|Q9W3M8_DROME
OG0009891	XP_002199676.3	tr|Q9VVE0|Q9VVE0_DROME
OG0009892	XP_002191856.1	sp|Q9XYZ5|DDB1_DROME
OG0009893	XP_002193968.2	tr|Q9VSE8|Q9VSE8_DROME
OG0009894	XP_030138411.3	tr|M9PFG1|M9PFG1_DROME
OG0009895	XP_012433400.2, ACH43621.1, NP_001232749.1	tr|Q9VI70|Q9VI70_DROME
OG0009896	XP_041570759.1, XP_041570758.1	tr|A1Z8D3|A1Z8D3_DROME
OG0009897	ACH43907.1, NP_001232436.1	tr|E2QD26|E2QD26_DROME
OG0009898	XP_030140220.3, XP_030140221.3	tr|A1Z898|A1Z898_DROME
OG0009899	XP_002188466.1	tr|Q9VXY5|Q9VXY5_DROME
OG0009900	XP_041568106.1	tr|Q8MS38|Q8MS38_DROME
OG0009901	XP_041568857.1, XP_030144499.3	sp|Q9VRJ2|FITM2_DROME
OG0009902	XP_030143374.1	sp|Q9VAQ1|SIR7_DROME
OG0009903	XP_012428626.2	tr|Q9VF83|Q9VF83_DROME
OG0009904	ACH44449.1, NP_001232236.1, ACH44450.1	tr|Q8SXQ5|Q8SXQ5_DROME
OG0009905	ACH44683.1, ACH44682.1, NP_001186694.1	tr|Q9VVJ7|Q9VVJ7_DROME
OG0009906	ACH43893.1, NP_001153214.1, ACH43892.1	tr|Q9VTE1|Q9VTE1_DROME
OG0009907	XP_002187096.4	sp|O96827|EF1B_DROME
OG0009908	XP_012428965.1	tr|A1ZAI8|A1ZAI8_DROME, tr|B7YZE5|B7YZE5_DROME, tr|Q9VT49|Q9VT49_DROME
OG0009910	XP_032607911.1	tr|Q9VJC1|Q9VJC1_DROME
OG0009911	XP_030140440.3	sp|Q9VF08|TIM16_DROME
OG0009912	XP_041568085.1	tr|Q9VIL2|Q9VIL2_DROME
OG0009913	XP_041570071.1, XP_041569966.1	tr|Q960U8|Q960U8_DROME
OG0009914	XP_030124842.1	tr|Q9VQL3|Q9VQL3_DROME
OG0009915	XP_030131853.1, XP_012429984.1	sp|Q9VTE0|BL1S2_DROME
OG0009916	XP_041576575.1	sp|Q9W0S7|SND1_DROME
OG0009917	XP_030122521.1, XP_032602899.1	tr|Q9VE98|Q9VE98_DROME
OG0009918	XP_030112622.3, XP_030112623.3	sp|Q9VH08|SIR6_DROME
OG0009919	XP_030129408.3, XP_030129409.3, XP_002199168.1	tr|Q94533|Q94533_DROME
OG0009920	XP_041567122.1	tr|Q9VPY2|Q9VPY2_DROME
OG0009921	XP_032606694.2	sp|Q9W252|RAD50_DROME
OG0009922	XP_041568966.1, XP_041568967.1, XP_041568965.1, XP_041568970.1, XP_041568969.1	tr|Q9VUM1|Q9VUM1_DROME
OG0009923	XP_030120514.1, XP_002187937.1	sp|P18537|FRIZ_DROME
OG0009925	XP_041567111.1	tr|Q9VVG9|Q9VVG9_DROME
OG0009926	ACH45312.1, NP_001232764.1	tr|Q7K1V1|Q7K1V1_DROME
OG0009927	XP_030146500.1, XP_030146501.1	sp|Q9U915|KAD2_DROME
OG0009928	XP_012424068.4	sp|Q9VYM3|MKS1_DROME
OG0009929	XP_030128424.3, XP_012425128.4	sp|Q9VS38|MED4_DROME
OG0009930	XP_012433170.3, XP_030113942.1	sp|Q9W385|FRDA_DROME
OG0009931	XP_012426194.4	sp|Q9W4X9|ZW10_DROME
OG0009932	XP_030111815.3, XP_030111813.3, XP_032599564.2, XP_030111814.3, XP_030111816.3	tr|Q9VXK5|Q9VXK5_DROME
OG0009933	XP_030143736.3, XP_002196522.1	tr|Q9VX99|Q9VX99_DROME
OG0009934	XP_030137924.1, XP_030137917.3, XP_041574362.1, XP_030137930.3, XP_002196441.3	tr|Q7JZ56|Q7JZ56_DROME
OG0009935	XP_030118883.1, XP_002198918.1	sp|Q9VTU4|EIF3L_DROME
OG0009936	XP_030112034.1	sp|Q9VT67|HEZ_DROME, sp|Q9VYR0|LSM12_DROME
OG0009937	XP_030115317.3, XP_041567542.1	sp|Q24317|PRI1_DROME
OG0009938	XP_002189991.4	tr|Q5U0X8|Q5U0X8_DROME
OG0009939	XP_030126672.1	sp|Q9VBQ9|MED28_DROME
OG0009940	XP_032608269.1	tr|Q86BA5|Q86BA5_DROME, sp|Q9I7K5|TMEDE_DROME
OG0009941	XP_002190313.1	sp|Q9VDD1|DDRGK_DROME
OG0009942	XP_030112715.1	sp|Q9VFC0|SCC4_DROME
OG0009943	XP_030138677.1	tr|Q9VMD2|Q9VMD2_DROME
OG0009944	ACH44566.1, NP_001232312.1	tr|Q9VUZ8|Q9VUZ8_DROME
OG0009945	ACH43690.1, NP_001157810.1, sp|B5FXC9.1|SMCO4_TAEGU, XP_041571933.1	sp|Q8SY72|SMCO4_DROME
OG0009948	ACH44361.1, XP_041575526.1, ACH44360.1, NP_001232174.1	tr|A1Z933|A1Z933_DROME
OG0009950	NP_001232209.1, ACH43696.1	tr|Q9VRA0|Q9VRA0_DROME
OG0009973	XP_030135241.3	sp|Q9VC45|ASP_DROME
OG0009976	XP_041573771.1	sp|Q8IQQ4|GORAB_DROME
OG0009981	XP_041573232.1, XP_041573231.1, XP_030133164.3, XP_030133162.3, XP_030133157.3, XP_030133165.3, XP_030133161.3, XP_032605259.2, XP_030133149.3, XP_041573228.1, XP_041573229.1, XP_041573230.1	tr|Q9VHC3|Q9VHC3_DROME
OG0009988	XP_030132309.3	tr|Q9VND2|Q9VND2_DROME
OG0009999	XP_030129472.3	tr|Q7JR99|Q7JR99_DROME
OG0010014	XP_012428688.4, XP_012424902.4, XP_030137547.3	sp|P40421|RDGC_DROME
OG0010031	XP_041568784.1, XP_041576203.1, XP_041576202.1, XP_030144488.3, XP_012425608.3, XP_041576197.1, XP_041576200.1, XP_041576196.1, XP_041576199.1, XP_041576198.1, XP_041576201.1, XP_041576204.1	tr|B7Z002|B7Z002_DROME
OG0010039	XP_041571392.1	sp|A8JR14|APLF_DROME
OG0010045	XP_030124193.3, XP_030124194.3, XP_041571164.1, XP_030124190.3, XP_030124191.3	sp|Q9VWF2|SAYP_DROME
OG0010053	XP_030123535.3, XP_030123533.3, XP_002193382.3	tr|Q8IPZ3|Q8IPZ3_DROME
OG0010092	XP_030146806.3	tr|Q9VIK5|Q9VIK5_DROME
OG0010113	XP_030144661.3	tr|Q8SXP0|Q8SXP0_DROME
OG0010120	XP_041576126.1, XP_012425760.1	tr|Q8IPI4|Q8IPI4_DROME, tr|Q8IQA0|Q8IQA0_DROME, tr|A1Z6P3|A1Z6P3_DROME
OG0010126	XP_030121368.3	sp|Q9VXE6|NU153_DROME
OG0010128	XP_041570512.1, XP_041570511.1	sp|Q9VVD9|S35B3_DROME
OG0010137	XP_030120013.3, XP_030120012.3, XP_030120014.3, XP_030120015.3, XP_030120016.3, XP_030120019.3, XP_032603014.2, XP_030120018.3, XP_030120023.3, XP_030120022.3, XP_030120020.3, XP_030120017.3	tr|Q9VV90|Q9VV90_DROME
OG0010145	XP_012427432.4, XP_030122074.3	tr|Q9VEA4|Q9VEA4_DROME
OG0010150	XP_030119158.3, AWU56674.1, XP_030119156.3	sp|P16395|ACM1_DROME
OG0010165	XP_012424131.2, XP_041575926.1, XP_041575925.1, XP_030143645.1, XP_030143647.1	sp|M9PD06|UBP32_DROME
OG0010166	XP_012424153.4	tr|Q8SZ30|Q8SZ30_DROME
OG0010173	XP_041575759.1, XP_041575756.1, XP_041575757.1, XP_041575758.1	sp|A1Z7Z9|CP131_DROME
OG0010185	XP_030140238.3, XP_030140239.3, XP_030140236.3, XP_030140235.3, XP_030140234.3, XP_041575018.1, XP_030140237.3, XP_030140241.3, XP_012433358.4, XP_030140240.3, XP_030140242.3	sp|A0A0B4KEE4|KOI_DROME
OG0010216	XP_030135055.3	tr|Q9VGE4|Q9VGE4_DROME
OG0010218	XP_030131713.3, XP_030131705.3, XP_030131719.3	tr|Q9VI72|Q9VI72_DROME
OG0010225	XP_030126228.3, XP_030126216.3, XP_030126235.3	sp|Q5EAK6|ATM_DROME
OG0010228	XP_030124388.3, XP_030124398.3	tr|Q9VID9|Q9VID9_DROME
OG0010250	XP_030134936.1, ABW74698.1, XP_030134935.1, ABW74697.1	sp|P16163|URIC_DROME
OG0010253	XP_030133451.1, XP_030133452.1	tr|Q0IGT4|Q0IGT4_DROME
OG0010255	XP_030131270.1	tr|A0A6H2EG45|A0A6H2EG45_DROME
OG0010263	XP_002196168.1, XP_030124701.1, XP_030124700.1	tr|Q9VEG4|Q9VEG4_DROME
OG0010264	XP_030123970.1	tr|Q9VBL3|Q9VBL3_DROME
OG0010293	XP_030138055.1	tr|Q9V3Q4|Q9V3Q4_DROME
OG0010306	XP_002195685.1	tr|Q9V9Z6|Q9V9Z6_DROME
OG0010561	XP_012425873.4	tr|Q00G30|Q00G30_DROME
OG0010564	XP_030133418.1	tr|Q9VZE4|Q9VZE4_DROME
OG0010566	XP_041568880.1, XP_041568879.1	tr|Q9VBI3|Q9VBI3_DROME
OG0010567	XP_002199023.4, XP_012425170.2	sp|Q9VZN4|DAR1_DROME
OG0010568	XP_041568035.1, XP_030116689.3, XP_032601561.2	tr|Q9VUE9|Q9VUE9_DROME, tr|Q9VND4|Q9VND4_DROME
OG0010570	XP_032601580.2	sp|Q9VFS6|INT5_DROME
OG0010571	XP_041576709.1, XP_002200457.4	sp|Q9V730|EXT1_DROME
OG0010574	XP_030142380.1	tr|O17432|O17432_DROME
OG0010577	XP_002197563.4	tr|Q9VWD5|Q9VWD5_DROME
OG0010578	XP_030136208.3	sp|Q9VCA5|SYFB_DROME
OG0010579	XP_030131030.1	sp|Q27350|SO_DROME
OG0010580	XP_002187036.6	tr|Q9W3D4|Q9W3D4_DROME
OG0010581	XP_002197407.3, XP_012426713.2	tr|Q59E33|Q59E33_DROME
OG0010583	XP_030119638.3, XP_030119639.3	tr|A1Z6M0|A1Z6M0_DROME
OG0010584	XP_002195157.4	sp|Q9W3Y0|ZN593_DROME
OG0010585	XP_002191866.1, XP_012425278.1, XP_012425277.1, XP_030123605.1	sp|Q9VT57|CDK8_DROME
OG0010586	XP_030113339.2, XP_030113338.2	sp|Q7KVW5|KCNN_DROME
OG0010588	XP_030139673.3	tr|A1Z802|A1Z802_DROME
OG0010589	XP_002200131.5	tr|Q9VXW9|Q9VXW9_DROME
OG0010590	XP_030122798.3	tr|Q9VFW4|Q9VFW4_DROME
OG0010591	XP_041568037.1	tr|Q7KSA2|Q7KSA2_DROME
OG0010592	XP_030140088.1, XP_030140082.1	sp|P49657|MNB_DROME
OG0010594	XP_030130891.3	sp|Q9VPN2|AMNLS_DROME
OG0010595	XP_041574401.1, XP_030137636.1	tr|Q9VU04|Q9VU04_DROME
OG0010596	XP_002190753.1, XP_030127148.1	tr|Q9VJ60|Q9VJ60_DROME
OG0010597	XP_012428762.4, XP_002190917.5, XP_030127777.3	tr|Q9I7S9|Q9I7S9_DROME, tr|Q9VAL7|Q9VAL7_DROME, tr|Q9VXF6|Q9VXF6_DROME
OG0010598	XP_002190090.2	tr|Q9W1F7|Q9W1F7_DROME
OG0010599	XP_030118963.1	sp|Q9VGW6|MCM5_DROME
OG0010600	XP_030134633.1	sp|Q7JVL3|PRP38_DROME
OG0010601	XP_012433003.2, XP_030113662.1	sp|Q9VMA2|GALT_DROME
OG0010603	XP_002199613.1	tr|A1ZAX2|A1ZAX2_DROME, tr|Q6NLJ9|Q6NLJ9_DROME
OG0010604	XP_041568447.1, XP_041568448.1, XP_041568449.1, XP_041568451.1, XP_041568453.1, XP_041568450.1, XP_041568452.1	tr|Q9VQX6|Q9VQX6_DROME
OG0010606	XP_030121460.3, XP_030121459.3, XP_041576233.1, XP_041576232.1	tr|Q9VK06|Q9VK06_DROME
OG0010607	XP_030135478.1	tr|Q9W4P9|Q9W4P9_DROME, tr|Q7KT29|Q7KT29_DROME, tr|Q9VRR2|Q9VRR2_DROME, tr|Q9VWZ2|Q9VWZ2_DROME
OG0010608	XP_002195472.3, XP_030123211.3	sp|Q9W3K5|GSH1_DROME
OG0010610	XP_041567770.1	sp|Q7JWD3|ASNA_DROME
OG0010613	XP_002200260.1, XP_012424703.1	tr|Q59E43|Q59E43_DROME
OG0010614	XP_041571527.1	tr|A1Z6E8|A1Z6E8_DROME
OG0010615	XP_041576020.1, XP_032607726.1	sp|Q9W420|SPT6H_DROME
OG0010617	ACH43764.1, ACH43766.1, ACH43765.1, NP_001232311.1	tr|A4V381|A4V381_DROME
OG0010620	XP_030121490.1	tr|Q8SX76|Q8SX76_DROME
OG0010621	XP_004176761.2	tr|A8JNU1|A8JNU1_DROME
OG0010622	XP_030144984.3	tr|Q9VXF9|Q9VXF9_DROME
OG0010624	XP_002189688.2	tr|Q0KI15|Q0KI15_DROME
OG0010625	XP_012430885.3, ACH44084.1, NP_001232626.1	sp|A1Z8R8|PARL_DROME
OG0010626	XP_030143854.3	sp|P53034|RFC2_DROME
OG0010628	XP_041572174.1	tr|Q9VUG3|Q9VUG3_DROME
OG0010630	XP_030124753.3	sp|P20028|RPA2_DROME
OG0010631	XP_002189102.5	tr|Q9VXU7|Q9VXU7_DROME
OG0010633	XP_030128598.1	tr|Q9VHV9|Q9VHV9_DROME, tr|Q7K2E1|Q7K2E1_DROME
OG0010634	XP_041568433.1, XP_041568431.1	sp|M9MRD5|B9D2_DROME
OG0010636	XP_041568123.1, XP_041568122.1	tr|Q7K012|Q7K012_DROME
OG0010637	XP_030123971.3	sp|Q9N2M8|HDC_DROME
OG0010639	XP_032599751.2	sp|O97477|INO1_DROME
OG0010640	XP_030124076.3	tr|Q9W2E4|Q9W2E4_DROME
OG0010641	XP_002187363.3	tr|A0A4D6K3L8|A0A4D6K3L8_DROME
OG0010642	XP_030122307.1, XP_030122305.1, XP_030122306.1	sp|O76902|PKHF1_DROME
OG0010643	XP_012430786.3	tr|A1Z8K7|A1Z8K7_DROME, tr|A0A0B4KFZ4|A0A0B4KFZ4_DROME
OG0010644	XP_030147977.3	sp|Q01842|POK_DROME
OG0010645	XP_030123948.3	tr|Q9VEM0|Q9VEM0_DROME
OG0010646	XP_012428829.4	tr|Q9W1D3|Q9W1D3_DROME
OG0010647	XP_041568487.1, XP_041568486.1, XP_041568485.1	tr|M9PCB8|M9PCB8_DROME
OG0010648	XP_030116476.1	sp|Q9V3X5|TMTC2_DROME, sp|Q9VQE9|TMTC1_DROME
OG0010649	XP_004175551.4, XP_030120508.3	sp|Q9I7M2|GTPBA_DROME
OG0010651	XP_030138375.1	sp|Q95TN4|COG4_DROME
OG0010654	XP_030117481.3, XP_030117480.3	tr|Q9VGR1|Q9VGR1_DROME
OG0010655	XP_030132143.3	tr|Q7KS77|Q7KS77_DROME, tr|A0A0B4KH37|A0A0B4KH37_DROME
OG0010656	XP_030130494.1, XP_030130497.1, XP_030130493.1, XP_030130496.1	tr|M9NDI3|M9NDI3_DROME
OG0010657	XP_030118895.3, XP_002199021.4	tr|Q9W329|Q9W329_DROME
OG0010658	XP_030113244.3	tr|Q7K0W0|Q7K0W0_DROME
OG0010659	XP_032607270.2, NP_001157826.1, ACH44004.1, ACH44005.1, sp|B5FY93.1|BBLN_TAEGU	sp|O97420|U184_DROME
OG0010660	XP_002189880.5, XP_030146363.3	sp|Q9VA02|DHTK1_DROME
OG0010661	XP_030139645.1	sp|Q9VPH7|ERF1_DROME
OG0010662	XP_012429464.4	tr|Q9VWF8|Q9VWF8_DROME
OG0010664	XP_030120759.3, XP_030120757.3	sp|Q9V8M5|3HIDH_DROME
OG0010666	XP_002197724.2	tr|Q86BM8|Q86BM8_DROME
OG0010667	XP_041576770.1, XP_030146157.1	sp|Q9W0P5|GALE_DROME
OG0010668	XP_030112211.3	tr|A0A0B4KGP1|A0A0B4KGP1_DROME
OG0010669	XP_030136246.3, XP_030136247.3, XP_041574103.1	sp|P07140|ACES_DROME
OG0010670	XP_032605024.2	tr|M9PEQ7|M9PEQ7_DROME
OG0010671	XP_030146242.3, XP_002192530.1	sp|Q94517|HDAC1_DROME
OG0010672	XP_030113530.3	tr|Q7KK96|Q7KK96_DROME
OG0010675	XP_030131468.3	tr|Q9VP79|Q9VP79_DROME
OG0010676	XP_032603302.2	tr|Q9W542|Q9W542_DROME
OG0010677	XP_030146989.3	tr|Q9VM14|Q9VM14_DROME
OG0010679	XP_030141818.3, XP_030141817.3, XP_030141819.3	tr|Q9VCD4|Q9VCD4_DROME
OG0010680	XP_041570038.1, XP_030122699.3	sp|Q9W1X8|FCL_DROME
OG0010681	XP_030112913.3	tr|Q9VDL7|Q9VDL7_DROME
OG0010682	XP_041574579.1, XP_030138590.1, ACH43725.1, NP_001232257.1	tr|Q9VA18|Q9VA18_DROME
OG0010684	XP_041567994.1, XP_041567993.1	sp|Q9VEP1|TRM71_DROME, sp|Q9VDD9|TRM72_DROME
OG0010685	XP_002198677.1	tr|Q9VBZ8|Q9VBZ8_DROME
