Orthogroup	finch	bombus
OG0007348	ACH44373.1, NP_001232196.1, ACH44374.1	XP_024225255.1
OG0007349	XP_041568072.1, XP_041568071.1, XP_012429505.1	XP_024224762.1
OG0007350	XP_030144622.3	XP_012242796.2
OG0007351	XP_041568004.1, XP_041568003.1	XP_024224382.1, XP_012242719.1
OG0007352	NP_001232390.1, ACH44736.1, ACH44735.1	XP_012242751.1, XP_024224309.1, XP_024224310.1
OG0007353	XP_030142490.3	XP_003490479.2
OG0007354	XP_002200494.1, XP_030124423.1	XP_012241410.1, XP_024223616.1, XP_003489760.2, XP_012241412.1
OG0007355	XP_041567849.1	XP_024223152.1, XP_024223151.1
OG0007356	XP_041572557.1	XP_024223127.1
OG0007357	XP_030124925.3, XP_030124927.3, XP_030124926.3	XP_024223027.1
OG0007358	XP_032607669.2, XP_030144172.3	XP_024223013.1
OG0007359	XP_030127842.3	XP_024223001.1, XP_003489081.1
OG0007360	XP_030118841.3, XP_030118860.3, XP_030118847.3, XP_030118855.3	XP_012240218.1, XP_024222915.1
OG0007361	XP_030125743.3, XP_030125725.3, XP_032603520.2, XP_030125739.3, XP_002200007.3	XP_024222782.1
OG0007362	XP_030144312.1, XP_030144311.1	XP_024222408.1
OG0007363	XP_032602225.2, XP_002196470.1	XP_003488226.3
OG0007364	XP_012433534.4, XP_030141465.3	XP_003488228.1, XP_024222262.1
OG0007365	XP_032603924.1, XP_002190918.1, XP_030126734.1	XP_024222138.1
OG0007366	XP_032600566.1, XP_032600564.1, XP_032600565.1, XP_041567108.1	XP_012238930.2
OG0007367	XP_030131370.1, XP_030131371.1, XP_030131369.1, XP_012429657.1	XP_024222009.1
OG0007368	XP_030135477.1	XP_024221979.1
OG0007369	XP_030134618.3	XP_024221809.1
OG0007370	XP_030136231.1	XP_024221130.1
OG0007371	XP_041568375.1	XP_024220732.1, XP_012236417.1, XP_012236416.1
OG0007372	ACH44787.1, NP_001078911.1, ACH44786.1, ACH44785.1, ACH44784.1	XP_024220726.1
OG0007373	XP_030144100.1, XP_030144101.1, XP_030144099.1	XP_024220709.1
OG0007374	XP_041576647.1, XP_030117470.3	XP_024228189.1
OG0007375	XP_041573712.1, XP_041573708.1, XP_041573714.1, XP_041573711.1, XP_041573715.1, XP_041573710.1, XP_041573713.1, XP_041573709.1	XP_024228161.1, XP_003485619.1
OG0007376	XP_002188105.4	XP_012244127.1, XP_012244122.1, XP_024225642.1
OG0007377	XP_030112098.1, XP_030112095.1	XP_003485182.1, XP_012243814.1, XP_012243828.1, XP_024225406.1
OG0007378	XP_030129398.3	XP_003484915.1, XP_012241207.1, XP_024223179.1, XP_012241213.1, XP_024223176.1
OG0007379	XP_030140041.3, XP_030140043.3	XP_003484887.1, XP_024223140.1, XP_024223137.1, XP_024223148.1, XP_012240933.1
OG0007380	XP_012430179.4, XP_012430178.4	XP_024222167.1, XP_024222169.1
OG0007381	XP_030138341.3	XP_024221695.1
OG0007382	XP_030128812.1, XP_030128811.1	XP_012237420.1, XP_012237412.1, XP_024221329.1, XP_012237406.1
OG0007383	XP_030119850.3, ACH45116.1, ACH45114.1, NP_001232559.1, ACH45115.1, XP_012427344.4	XP_003494929.2
OG0007384	ACH44997.1, XP_041574957.1, XP_030140211.3, ACH44998.1, NP_001232508.1	XP_003494903.1, XP_012249168.1, XP_012249167.1, XP_012249169.1
OG0007385	XP_002189452.3	XP_012248951.1
OG0007386	XP_030133965.1	XP_003493969.1, XP_012247809.1
OG0007387	XP_002200357.3	XP_012247361.1
OG0007388	XP_030145745.3, XP_041576534.1	XP_012246971.1, XP_003486916.1, XP_012237131.1
OG0007389	XP_030121185.1, XP_030121183.1	XP_003494913.1
OG0007390	XP_030121546.3, XP_030140579.1, XP_030140580.1, XP_030140578.3	XP_003494892.1
OG0007391	XP_012425604.1, XP_002191932.1	XP_003494859.1
OG0007392	XP_002190256.4, XP_041571052.1, XP_030124605.3	XP_003494715.1
OG0007393	XP_030120413.1, XP_030120411.1, XP_002198771.1	XP_003494096.1
OG0007394	XP_002196835.1, XP_004174979.1	XP_003493711.1, XP_003493712.1
OG0007395	ACH43928.1, NP_001232455.1, ACH43929.1, NP_001296430.1	XP_003493639.1
OG0007396	XP_030134584.1	XP_003493625.1
OG0007397	XP_002198248.2	XP_003493552.1
OG0007398	XP_041574294.1, XP_041574293.1, XP_032606109.2, XP_030137015.3	XP_003493544.1
OG0007399	XP_030143916.3	XP_003493390.1
OG0007400	XP_030134979.1	XP_012246905.1, XP_012246904.1, XP_003493331.1
OG0007401	XP_030130804.1, XP_030130803.1, XP_030130800.1, XP_030130806.1, XP_030130802.1, XP_030124611.3, XP_030124610.3, XP_030124612.3, XP_012427751.4, XP_030124614.3, XP_030124613.3, XP_030124616.3	XP_012246629.1
OG0007402	XP_041572875.1, XP_030131583.3	XP_012246013.1
OG0007403	XP_030121755.3, XP_030121756.3	XP_012245710.1, XP_003492574.1
OG0007404	ACH44500.1, ACH44499.1, NP_001232661.1	XP_012245684.1
OG0007405	XP_030143528.3, XP_030143529.3	XP_003488176.1, XP_012245318.1
OG0007407	XP_032606157.2	XP_012245015.1, XP_003492158.1
OG0007408	XP_030120127.3, XP_030120125.3, XP_030120126.3, XP_030120129.3, XP_030120128.3	XP_012244726.1
OG0007409	XP_012428138.1, XP_030123520.1, XP_030123521.1	XP_003491911.1, XP_012244636.1
OG0007410	ACH44239.1, ACH44238.1, XP_030128973.1, ACH44237.1, XP_030128970.1, NP_001232628.1, XP_030128971.1, XP_041572237.1	XP_012244314.1
OG0007411	XP_030129607.3, XP_030129608.3	XP_012243861.1, XP_003491370.1
OG0007412	XP_041568667.1, XP_041568666.1, XP_041568668.1	XP_012243413.1
OG0007413	XP_004176436.3	XP_012243045.1, XP_003490883.1
OG0007414	XP_041572447.1, XP_030129730.1, XP_041572446.1, XP_032604521.1	XP_012242765.1, XP_003490697.1
OG0007415	XP_002188858.1	XP_012242483.1, XP_003490498.1
OG0007417	XP_030137984.1, XP_030137985.1, XP_030121724.1, XP_030144459.3	XP_012242480.1, XP_003490521.1
OG0007418	XP_041573744.1, XP_012430797.4	XP_012242443.1, XP_012242442.1
OG0007420	XP_030111690.3, XP_030111691.3, XP_041577310.1, XP_041577309.1, XP_002187344.4	XP_003490069.1, XP_012241826.1
OG0007421	ACH44327.1, XP_002188693.1, XP_002193031.4	XP_012241132.1
OG0007422	XP_041572223.1	XP_012240945.1
OG0007423	XP_002199221.1, XP_012429663.1	XP_012240836.1
OG0007424	XP_030147560.1, XP_030137711.1, XP_002190133.1	XP_012240810.1, XP_012240809.1
OG0007425	XP_030127169.3	XP_012240691.1
OG0007426	XP_041573759.1, XP_030135339.3	XP_012240415.1, XP_003489168.1
OG0007427	XP_030123559.3	XP_003488355.1, XP_012239447.1
OG0007428	XP_012428208.2, XP_012428207.2, XP_030123428.1	XP_012239136.1
OG0007429	XP_041573617.1	XP_012239044.1, XP_012239045.1
OG0007430	XP_030138966.3	XP_012239008.1
OG0007431	XP_030140441.3, XP_030140439.3	XP_003488154.1, XP_012239002.1
OG0007432	XP_030143950.1, XP_012424195.2	XP_012238911.1
OG0007433	XP_012425896.4, XP_030144976.3, XP_030144977.3	XP_012238508.1
OG0007434	XP_030142557.3	XP_012238335.1, XP_003487712.1
OG0007435	XP_030140655.3	XP_012238276.1, XP_012238277.1
OG0007436	XP_030144366.3	XP_012238231.1
OG0007437	XP_032604991.2, XP_030131746.3	XP_003487497.1, XP_012238081.1
OG0007438	XP_030123610.1, XP_030123611.1	XP_012238076.1
OG0007439	XP_030142660.1	XP_012237995.1
OG0007440	XP_002193484.1	XP_012237830.1, XP_012237828.1
OG0007442	XP_030123536.3, XP_030123537.3	XP_012237595.1
OG0007443	XP_030132192.3, XP_030132191.3	XP_012237140.1, XP_012237139.1
OG0007444	XP_030147792.3	XP_012237027.1
OG0007446	XP_030124054.3	XP_012236562.1
OG0007447	XP_030138821.3, XP_030138823.3, XP_041574683.1	XP_003486266.2, XP_012250470.1
OG0007448	XP_030136763.1, XP_002193945.2	XP_012250193.1, XP_012250192.1, XP_012250194.1
OG0007449	XP_002189151.5	XP_012249961.1, XP_012249960.1, XP_003485995.1
OG0007450	XP_030113352.1, XP_041567818.1	XP_012249780.1
OG0007451	XP_030145196.3, XP_030145195.3	XP_003485666.2, XP_012249400.1
OG0007452	XP_030141909.1	XP_012249367.1, XP_003485597.1
OG0007454	XP_041574275.1	XP_012249073.1
OG0007455	XP_002196677.3	XP_012246376.1
OG0007456	XP_002197092.2	XP_012244845.1
OG0007457	ACH46328.1, NP_001232308.1, sp|B5KFI0.1|GET4_TAEGU, XP_030140215.1	XP_003485066.2
OG0007458	XP_030146771.3	XP_012241780.1, XP_003484952.1
OG0007459	XP_030113173.1, XP_032600583.1, XP_032600586.1, XP_032600582.1	XP_012240277.1, XP_012240270.1
OG0007460	XP_030130511.3, XP_002199796.6	XP_012239385.1
OG0007461	XP_030118876.3, XP_002198852.3, XP_030118877.3, XP_012424692.3, XP_012424693.3, XP_030118878.3	XP_003484410.1, XP_012238478.1, XP_012238667.1, XP_012238598.1
OG0007462	XP_041575509.1, XP_041575507.1, XP_041575506.1	XP_003493354.1
OG0007463	XP_002191378.2, XP_030118112.1	XP_003493344.1
OG0007464	NP_001232686.1, ACH44159.1, XP_041569823.1	XP_003493213.1
OG0007465	XP_041571299.1, XP_041571300.1	XP_003493111.1
OG0007466	XP_030130789.1	XP_003493032.1
OG0007467	XP_041577500.1, XP_041577502.1, XP_041577501.1	XP_003492981.1
OG0007468	XP_030113843.1	XP_003492979.1
OG0007469	XP_002197417.1	XP_003492806.1
OG0007470	XP_041568057.1, XP_041568058.1, XP_041568054.1, XP_041568055.1, XP_041568056.1	XP_003492768.1
OG0007471	XP_030139651.1, XP_030139650.1, XP_030139649.1, XP_030139652.1	XP_003492579.1
OG0007472	XP_030139608.3	XP_003492512.1
OG0007473	XP_041570729.1, XP_041570730.1, XP_041570731.1, XP_012428184.3, XP_002195471.3	XP_003492282.1
OG0007474	XP_030139875.3, XP_012430317.3, XP_012428910.3, XP_030127464.3	XP_003492276.1
OG0007475	XP_041574508.1, XP_030138140.3, XP_041574507.1	XP_003492273.1
OG0007476	XP_041569855.1, XP_041569853.1, XP_030122155.3, XP_041569854.1	XP_003492207.1
OG0007477	XP_030132886.3, XP_030132885.3	XP_003492052.1
OG0007478	XP_030112004.1	XP_003491998.1
OG0007479	XP_030131072.1, XP_030131071.1	XP_003491990.1
OG0007480	XP_030120828.1, XP_030120829.1, XP_030120827.1, XP_030112103.3, XP_032599588.2	XP_003491926.1
OG0007481	ACH44299.1, ACH44296.1, ACH44298.1, NP_001232638.1, ACH44297.1, NP_001296421.1	XP_003491901.1
OG0007482	XP_002199511.3	XP_003491884.1
OG0007483	XP_002192336.1	XP_003491864.1
OG0007485	XP_030134583.1	XP_003491696.1
OG0007486	NP_001232347.1, ACH43815.1, ACH43814.1	XP_003491630.1
OG0007487	XP_030123526.3	XP_003491520.1
OG0007488	XP_030130818.1, XP_030130819.1, XP_030130816.1, XP_002200602.1, XP_030130817.1, XP_041572238.1	XP_003491388.1
OG0007489	XP_030123114.1, XP_030123112.1, XP_002193106.5	XP_003491376.1
OG0007490	XP_030111774.3	XP_003491375.1
OG0007491	XP_030129212.3, XP_032604442.2	XP_003491298.1
OG0007492	XP_030112535.3	XP_003491242.1
OG0007493	XP_030138843.3	XP_003490958.1
OG0007494	XP_012433785.4, XP_030142372.3, XP_030142371.3	XP_003490879.1
OG0007495	ACH44569.1, NP_001232672.1, ACH44567.1, ACH44572.1, ACH44568.1, XP_041573634.1, ACH44570.1, ACH44571.1	XP_003490826.1
OG0007496	XP_002197618.3	XP_003490819.1
OG0007497	XP_002192694.1	XP_003490720.1
OG0007498	XP_002190337.4	XP_003490657.1
OG0007499	XP_030136075.1	XP_003490404.1
OG0007501	XP_030116072.3	XP_003490239.1
OG0007502	XP_030114308.1, XP_030114309.1, XP_030112788.1	XP_003490085.1
OG0007503	XP_041575003.1, XP_041575004.1, XP_041575002.1, XP_032606866.1	XP_003489965.1
OG0007504	XP_041567682.1	XP_003489954.1
OG0007505	XP_030126438.3, XP_012425968.4	XP_003489840.1
OG0007506	XP_002189472.1, XP_030138304.1, XP_002186981.1	XP_003489644.1, XP_003489643.1
OG0007507	XP_041576503.1, XP_041576502.1, XP_041576501.1, XP_041576500.1	XP_003489620.1
OG0007508	XP_030127452.1, XP_041571823.1, XP_041571822.1, XP_030127455.1	XP_003489549.1
OG0007509	XP_030138121.1	XP_003489527.1
OG0007510	XP_030141479.1, XP_041575510.1	XP_003489440.1
OG0007511	XP_030147444.3	XP_003489422.1
OG0007512	ACH45841.1, XP_012433465.1, ACH45839.1, XP_032607066.1, NP_001232101.2, ACH45840.1	XP_003489349.1
OG0007513	XP_041572423.1, XP_030129532.1	XP_003489295.1
OG0007514	XP_030125576.1, XP_041570786.1	XP_003489201.1
OG0007515	XP_030130558.1	XP_003489176.1
OG0007516	XP_041571528.1, XP_030126156.3	XP_003489157.1
OG0007517	XP_030122676.3, XP_030122675.3	XP_003489036.1, XP_003489037.1
OG0007518	XP_041576687.1, XP_030117454.2, XP_030139245.3	XP_003488906.1
OG0007519	XP_041567082.1, XP_041567083.1, XP_030113599.1, XP_030113597.1	XP_003488781.1
OG0007520	XP_030124166.1, XP_030130316.3, XP_002200509.4	XP_003488663.1
OG0007521	XP_041569260.1, XP_041569259.1	XP_003488232.1
OG0007522	XP_041568009.1, XP_041568010.1	XP_003488026.1
OG0007523	XP_041568024.1	XP_003487840.1
OG0007525	XP_004174909.4, XP_030132132.3, XP_030132133.3	XP_003487402.1
OG0007526	XP_004175010.4, XP_002199419.1	XP_003487124.1
OG0007527	ACH44194.1, ACH44193.1, NP_001232617.1, ACH44192.1	XP_003487117.1
OG0007528	XP_041568772.1	XP_003486945.1
OG0007529	ACH43947.1, NP_001232470.1	XP_003486850.1
OG0007530	XP_041576827.1, XP_030146714.1	XP_003486607.1
OG0007531	XP_030134418.3, XP_030134415.3, XP_030134416.3	XP_003486433.1
OG0007532	XP_030113365.1	XP_003486274.1
OG0007533	XP_030143106.1	XP_003486194.1
OG0007534	NP_001232250.1, ACH44466.1, XP_030119908.3	XP_003486184.1
OG0007535	XP_002187525.1	XP_003485975.1
OG0007536	XP_041570072.1	XP_003485813.1
OG0007537	XP_002188704.3	XP_003485794.1
OG0007538	XP_030111990.3, XP_004177174.4	XP_003485711.1
OG0007539	XP_030116340.3	XP_003485701.1
OG0007540	XP_030123881.1, XP_030123883.1, XP_030123884.1	XP_003485482.1
OG0007541	NP_001266201.1, ACH44658.1	XP_003485444.1
OG0007542	XP_030143779.3	XP_003485414.1
OG0007543	XP_030143808.3	XP_003485366.1
OG0007544	ACH44340.1, ACH44338.1, NP_001232155.1, ACH44339.1	XP_003485349.1
OG0007545	ACH44941.1, ACH44940.1, NP_001232485.1, ACH44942.1, ACH44943.1, XP_030141174.3	XP_003485315.1
OG0007546	ACH43910.1, ACH43909.1, XP_030115441.1	XP_003485309.1
OG0007547	XP_002191512.3, XP_030126723.3	XP_003485308.1
OG0007548	XP_030133195.3	XP_003485290.1
OG0007549	XP_012427461.4	XP_003485208.1
OG0007550	NP_001153195.1, ACH46007.1, XP_012425809.1, XP_012425808.1	XP_003485193.1
OG0007551	XP_002199212.4	XP_003485096.1
OG0007552	ACH43878.1, NP_001184104.1, ACH43879.1, ACH43880.1, ACH43881.1	XP_003485083.1
OG0007553	ACH44246.1, ACH44247.1, NP_001232058.1, sp|B5FYY5.1|LTOR2_TAEGU	XP_003485082.1
OG0007554	XP_041568720.1	XP_003485035.1
OG0007555	XP_030142857.3	XP_003485031.1
OG0007556	XP_030145110.3, XP_030145109.3, XP_030145108.3, XP_030145107.3	XP_003484993.1
OG0007557	XP_041570732.1, XP_030146160.3, XP_004174436.3	XP_003484860.1
OG0007558	XP_030122141.3	XP_003484615.1
OG0007559	XP_012432346.2	XP_003484464.1
OG0007560	XP_041570074.1	XP_003484390.1
OG0007984	XP_041570402.1, XP_041573610.1	XP_033180235.1, XP_012248557.1, XP_003494505.1, XP_012248555.1, XP_033180236.1
OG0007987	XP_041568083.1	XP_033179960.1
OG0007988	XP_030124066.3, XP_030124065.3	XP_033179932.1, XP_033179933.1, XP_012247889.1
OG0007990	XP_002192094.3	XP_033179810.1, XP_012247689.1, XP_012247688.1, XP_024227205.1
OG0007992	ACH44056.1, ACH44057.1, NP_001232597.1	XP_033179738.1, XP_033179739.1, XP_003493747.1, XP_012247360.1
OG0007993	XP_030137178.3, XP_041573732.1, XP_012425557.4	XP_003493727.3
OG0007994	XP_041567333.1, XP_030114317.1, XP_030114318.1, XP_030114316.1, XP_030114310.1, XP_002191578.1	XP_033179647.1
OG0007995	XP_030134806.1, XP_030134810.1, XP_030134805.1, XP_030134809.1, XP_030134807.1	XP_033179646.1, XP_003493609.2
OG0007996	XP_030129981.3	XP_003493540.1, XP_033179618.1
OG0007997	XP_041568188.1, XP_041568187.1, XP_041568186.1	XP_033179573.1, XP_003493484.1
OG0007998	XP_030134196.3, XP_002194741.3, XP_041573553.1, XP_030134194.3	XP_033179563.1
OG0007999	XP_041568180.1, XP_041568179.1	XP_033179272.1, XP_012246536.1
OG0008000	XP_030147856.3	XP_033179197.1, XP_012246283.2
OG0008002	XP_030131276.3	XP_033179135.1, XP_024226400.1, XP_033179133.1, XP_033179134.1
OG0008003	XP_030148028.3	XP_033179083.1, XP_003492819.1, XP_012246101.1
OG0008004	XP_030145433.1	XP_033179006.1, XP_012245958.1, XP_033179005.1, XP_024226281.1, XP_024226280.1
OG0008005	XP_002190428.4	XP_024226207.1, XP_024226208.1, XP_033178961.1
OG0008007	XP_030132565.1	XP_012245507.1, XP_012245506.1, XP_033178778.1
OG0008009	XP_030133689.1	XP_033178704.1, XP_012245352.1, XP_012245354.1, XP_003492293.1, XP_012245350.1, XP_012245353.1, XP_033178705.1
OG0008010	XP_030124458.1, XP_030130193.3, XP_041572570.1, XP_041572571.1, XP_030130199.3, XP_030130198.3, XP_030130195.3	XP_012245338.1, XP_033178695.1, XP_012245337.1, XP_033178697.1, XP_012245339.1, XP_003492302.1, XP_033178696.1, XP_012245336.1
OG0008011	XP_030138831.3	XP_033178672.1
OG0008012	XP_012425851.4, XP_030145137.3, XP_030145138.3	XP_003492224.1, XP_033178613.1
OG0008013	XP_041573753.1	XP_033178473.1
OG0008014	XP_041567980.1	XP_033178450.1
OG0008015	XP_002200002.1, XP_030137122.1, XP_012433644.1	XP_012244133.1, XP_012244132.1, XP_012244130.1, XP_003491590.1, XP_012244129.1, XP_033178097.1
OG0008017	XP_030134197.3	XP_012244028.1, XP_033178027.1
OG0008018	XP_030146562.3, XP_012426267.4, XP_030146561.3	XP_033177989.1
OG0008019	XP_012432942.1	XP_033177825.1, XP_033177826.1, XP_003491278.1, XP_012243615.1
OG0008020	XP_030122215.1	XP_024224749.2
OG0008021	XP_030114067.3, XP_030114066.3	XP_033177620.1, XP_012243287.1, XP_024224691.1
OG0008024	ACH43664.1, NP_001232134.1, XP_041575531.1, NP_001232340.1, ACH43792.1, ACH43793.1	XP_024224489.2, XP_033177550.1
OG0008026	XP_030145506.3, XP_041576511.1, XP_041576510.1	XP_033177332.1
OG0008029	XP_030126807.3	XP_012241616.1, XP_003489933.1, XP_033176782.1
OG0008030	NP_001185613.1	XP_003489615.2, XP_012241152.1, XP_012241153.1, XP_033176664.1
OG0008031	XP_030124549.3, XP_002199747.4	XP_033176624.1, XP_033176625.1, XP_012241092.1
OG0008032	XP_012429492.3, XP_041572676.1	XP_033176622.1, XP_012241084.1
OG0008033	XP_030127771.1, XP_012428760.2	XP_033176542.1
OG0008034	XP_002198108.4, XP_030135749.3	XP_033176522.1, XP_012240830.1, XP_012240831.1, XP_033176523.1
OG0008035	XP_002189573.4	XP_033176472.1, XP_012240886.1, XP_003489413.1, XP_012240887.1
OG0008036	XP_030114473.1, XP_041567225.1, XP_041567224.1, XP_030114472.1, XP_041567227.1, XP_030114470.1, XP_030114471.1, XP_030114199.3, XP_030114541.3, XP_041567283.1, XP_030114198.3, XP_041567226.1, XP_041567228.1	XP_033176425.1
OG0008038	XP_002192887.1	XP_003488401.3, XP_024222872.1, XP_033176226.1, XP_012240131.1
OG0008039	XP_030146637.3	XP_033176188.1, XP_012239991.1, XP_012239990.1
OG0008040	XP_030131161.3	XP_033176155.1, XP_003488770.1
OG0008041	XP_030146436.3	XP_033176040.1, XP_003488566.1, XP_012239733.1
OG0008042	XP_030143596.1, XP_041575808.1, XP_030143598.1	XP_024222522.1, XP_033175952.1
OG0008043	XP_041572575.1	XP_033175682.1, XP_033175940.1, XP_024222468.1
OG0008044	XP_002200609.4, XP_030130880.3	XP_033175875.1
OG0008045	XP_041567110.1	XP_033175755.1, XP_003488117.1, XP_033175756.1
OG0008046	ACH44729.1, ACH44728.1, ACH46421.1	XP_033175738.1, XP_033175739.1, XP_024222255.1
OG0008047	XP_030124167.1, XP_041571160.1	XP_033175603.1, XP_033175602.1, XP_003487887.1, XP_012238516.1
OG0008048	XP_030120865.1	XP_033175428.1
OG0008049	XP_030120110.3, XP_030120114.3, XP_030120112.3, XP_032602497.2, XP_030120111.3	XP_033175396.1, XP_012237996.1
OG0008050	XP_041571427.1	XP_033175378.1, XP_012237949.1
OG0008053	ACH43708.1, NP_001232232.1, XP_012424516.1	XP_033174950.1
OG0008054	XP_002192825.1	XP_033174851.1, XP_012236830.1, XP_033174852.1
OG0008055	XP_030140904.1, XP_030140896.1, XP_030140913.1, XP_030140890.1	XP_033174732.1
OG0008056	XP_030141760.1	XP_033174667.1, XP_003486590.1
OG0008057	XP_012425392.3, XP_041574159.1, XP_030136387.1, XP_002197647.1	XP_012236201.1, XP_033174570.1
OG0008058	XP_030120323.3, XP_002189808.4	XP_012236235.1, XP_033174567.1
OG0008059	XP_030122033.3, XP_030125640.1, XP_030125642.1	XP_033174561.1
OG0008060	XP_041574499.1, XP_030138096.1	XP_012250153.1, XP_033174390.1, XP_012250154.1, XP_033174389.1
OG0008061	XP_030131531.3, XP_012428835.4	XP_033174255.1
OG0008062	XP_030122573.3	XP_033180774.1, XP_033180819.1
OG0008063	XP_041567857.1	XP_012249713.1, XP_033180749.1
OG0008064	XP_030138407.3	XP_003485647.1, XP_033180696.1
OG0008065	XP_041568076.1, XP_041568074.1, XP_041568075.1	XP_033180576.1, XP_033180577.1, XP_033180575.1, XP_012249342.1
OG0008066	XP_030140843.3, XP_030140842.3, XP_030140840.3, XP_030140841.3	XP_033180569.1, XP_012249308.1
OG0008067	XP_030123394.3	XP_012247314.1, XP_024227150.1, XP_033179772.1, XP_033179776.1, XP_024227146.1, XP_012247295.1, XP_033179755.1, XP_012247317.1, XP_012247299.1, XP_033179779.1, XP_033179782.1, XP_033179754.1, XP_003485301.1
OG0008068	XP_030141228.1	XP_033179648.1, XP_003485356.1, XP_033179650.1
OG0008069	XP_002187583.4	XP_033179423.1
OG0008070	XP_030112255.3, XP_041577386.1, XP_041577385.1	XP_033178181.1, XP_003485166.1
OG0008071	XP_030134582.1, XP_030134581.1	XP_003484811.2, XP_024222554.2
OG0008072	XP_030132053.3	XP_003484743.1, XP_024222191.1, XP_033175915.1
OG0008073	XP_002198408.4	XP_033175604.1
OG0008074	XP_002192998.4	XP_012247692.1, XP_012247632.1, XP_033177492.1, XP_012247581.1
OG0008075	XP_032603363.1, XP_002199868.1, XP_030125101.1	XP_024220855.1, XP_024220813.1, XP_033174530.1
OG0008077	XP_030111848.1, XP_030111849.1	XP_024227956.1, XP_012249107.1, XP_003494863.1
OG0008078	XP_030120569.3, XP_041570363.1	XP_024227633.1, XP_003494462.1
OG0008079	XP_002197108.2	XP_024227235.1, XP_024227234.1, XP_003493869.1
OG0008080	XP_032603769.2	XP_024226942.1
OG0008081	XP_030145046.1	XP_012246691.1, XP_024226679.1, XP_012246689.1
OG0008083	XP_002197256.3	XP_024226532.1
OG0008084	XP_030120987.3, XP_030120986.3, XP_030120985.3	XP_024226509.1
OG0008085	XP_012432619.3, XP_030140755.3, XP_012432622.3, XP_012432614.3	XP_012246450.2, XP_012246449.1
OG0008086	XP_041568388.1	XP_012246357.1, XP_012246358.1, XP_012246359.1, XP_024226481.1, XP_012246355.1, XP_012246354.1, XP_012246356.1
OG0008087	XP_030140759.1, XP_030140760.1, XP_030140762.1, XP_030140763.1, XP_030140761.1	XP_024226252.1, XP_003492665.1, XP_024226253.1
OG0008088	XP_041568092.1	XP_003492600.1, XP_024226188.1
OG0008089	XP_002187566.3	XP_003492313.1, XP_024225917.1
OG0008090	XP_030112041.3, XP_002188708.2	XP_024225465.1
OG0008091	XP_030129966.3	XP_003491757.2, XP_012244437.1, XP_012244439.1, XP_012244438.1
OG0008092	XP_030130689.3, XP_030130690.3, XP_030130688.3	XP_003491603.1, XP_024225251.1
